"","ID.TRACT","BIO4","alt","Pop.pa","HHpop","Province","GEZ","pop.d","tprec","a.tmin","a.tmax","S.DistToRoad","X110010","X110020","X110030","X114000","X210000","X230000","X312000","X313000","X321000","X322000","X323000","X324000","X400010","X400020","N0","H","Simp","N1","N2","E1","E2","J","Do","Expo","Slope","RELIEF","TEXTURE","DRAINAGE","SOM","Stem","sum.BA.tract","dom.dbh.tree","dom.height.tree","dom.WD.tree","mean.dbh","mean.height","mean.WD","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","FOREST"
"31",201034,12.3046983196445,1214,0,0,"Northern","Tropical moist deciduous forest",19060.15625,1213,14.6166666666667,27.2083333333333,11915.9631536952,0,0,0,0,0,0,0,0,1120,0,0,18880,0,0,13,2.24469298537439,0.869797859690844,9.43751765568437,7.68036529680365,0.725962896591105,0.590797330523358,0.875141249414725,0.124858750585275,120,1,"1","2","0","1",29,3.19602822,46,21,0.7813,24.6034482758621,14.1724137931034,0.68128275862069,92.0307170998108,65.2283551509493,104.801188557213,-29.4182848529328,-25.3336307968723,18.474318902967,-25.1946424426022,39.4230668082663,-44.9323791444733,26.0659375512805,38.2493809066711,-35.114813685505,-9.26955644946795,-18.8785871464771,34.2391504519758,5.70058251171993,-11.6910934478858,-18.388476722565,15.8361084213481,-1.8822299228023,9.92474253687518,-26.2868288937172,-5.92873245705383,17.261458390689,-28.1805672207241,-2.42375728625057,22.6042629998912,32.8439744541763,-65.903735452423,-23.5375133704491,43.0471674364154,44.478843144608,-56.8992366281516,-39.1156933836421,11.4100960270757,-38.8357638373152,45.3420412989275,-24.4637556141103,-9.63366578958393,-28.3833289376767,-1.40985310316771,6.9055836272145,-0.631327442902084,23.6145227551238,21.6162270211437,19.2419592552043,-16.3313303631262,-3.79458302513956,-39.5753981229493,1.94610069500214,5.3852626643595,-6.17565864445543,-1.53287655489748,8.59854192302013,-2.01196670270426,-5.04767848722186,5.19440313728942,12.7877772813807,-0.995891565658685,-5.45618917303534,5.84989218982334,-8.01630778193419,20.0560257210922,-3.9494635798933,-4.64986309478041,3.4724881130474,-1.1783243765128,-5.26707959214941,1.41667173035758,2.56213360749584,12.0628652488733,2.4846512693739,0
"32",201035,2.03464402293442,1202,0,0,"Northern","Tropical moist deciduous forest",8635.4755859375,1118,15.0083333333333,27.1,3910.30957010068,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,11,1.98458004971972,0.819591836734694,7.27599118923388,5.54298642533937,0.661453744475807,0.503907856849033,0.827634164107465,0.172365835892535,300,1,"3","5","1","2",17.5,1.704318,44,15,0.8183,23.0857142857143,4.85714285714286,0.65454,64.1769536803395,45.2722101229135,71.3161524085464,-19.5815562555991,-16.9390237129704,12.1948572730462,-20.1496703577247,30.6523804517309,-39.6189308052041,19.9219115721903,18.6635396602457,-11.9772625266178,17.6383169530976,22.7376978522761,79.1702424227993,-6.60906019810182,-30.6832610741776,-47.5305006581154,44.4868390402397,-3.11047368417768,7.66192608715636,-28.1381961970309,-8.94437656754429,26.8277085191285,-27.759467093046,-5.88401409136343,35.3415218371183,24.5044649656343,-45.9485356106064,-13.4108634217716,25.6934025077961,27.2626931891353,-39.8272622996177,-27.7745079908736,13.6455566677293,-37.0488464346004,59.465444548251,-39.7838009059835,18.7967000764207,-17.3581139516645,-3.22120857742212,9.58183528350966,10.3227660220298,-11.6407517114061,-9.81382438747878,-25.7996261246794,-8.82189095966595,-4.15261095505543,-17.6257230106714,-0.151069123500563,-15.1426444119599,-35.9849977480984,-23.2121397465798,47.9640379279475,-4.72302549039186,5.61945574786384,22.5141632851175,22.2266532399475,1.459400196901,11.1889621842744,11.1272362539626,-72.4919978660917,-3.23789580119191,32.5677609576394,19.4106034827098,-34.2190412550031,-8.01517781279754,-8.32782027149545,-5.10964735756479,0.138245605593446,8.34598692359676,-3.95690894459113,0
"33",201037,12.3102126814814,783,1,NA,"Eastern","Tropical dry forest",5315.26708984375,941,18.225,28.9166666666667,7972.05067498664,0,19100,0,0,0,0,0,0,900,0,0,0,0,0,18,2.5528368014397,0.901285583103765,12.8434865740906,10.1302325581395,0.713527031893922,0.562790697674419,0.883220919407907,0.116779080592093,185,10,"5","5","2","1",33,3.1985415,120,15,0.992,19.7727272727273,6.37878787878788,0.677915151515151,11.6369013038215,7.5246791483537,7.25666079192999,-1.38610010207138,-0.0108636835430831,-1.38021865363255,-1.48154895054569,-3.69018471232556,-5.66339616194828,2.25611852534841,-9.24363839878867,18.0912899395797,29.9558933036231,44.4727140026387,56.1116699584442,-11.0552729919138,-26.6653812842162,-34.1024830038432,28.8830086507976,-1.28640008275381,4.28093781803435,-7.65207018145125,6.6656381616707,-26.1087019121511,22.8986928075953,14.5202946394659,-135.642379532341,-52.3167192545958,57.6719000355829,3.34863301847529,-60.3674812219486,-33.7889614582912,-3.1018060898089,-9.39123704145378,18.3051315609763,-34.0995682279537,37.5246199255675,-13.7380913857898,-42.7489748670917,-49.0398807070334,10.7478235184612,8.07838871352127,-5.04330960215451,27.3462996918177,29.1032707991452,43.8810166863356,-0.319452456010633,3.38555231322465,12.4484268626845,-0.201533456674286,0.682513739455397,10.5778029503287,-2.27579621338292,9.539709367518,-3.51777932819265,-8.25676685301575,10.8365010875842,21.100848277356,-4.49388053142726,2.63265345533834,0.860893365515368,-21.0914948507617,-1.17651885344564,-5.8836569555884,-22.2729225575852,-6.26504919473452,0.0580492004682538,-7.97059527015429,-6.09905222573413,-2.3440945266827,-3.83644308454676,-5.95289798411002,0
"34",201038,4.24291368118561,1297,1,0,"Northern","Tropical mountain system",12203.017578125,1042,14.625,25.4666666666667,6822.45788593353,0,0,0,0,0,0,0,0,5480,0,0,14520,0,0,11,2.02895744657039,0.83125,7.60615240343812,5.92592592592593,0.691468400312556,0.538720538720539,0.846140976041284,0.153859023958716,140,1,"1","3","0","1",20,1.97049006,50,17,0.7813,23.425,8.65,0.6637944460715,6.8706571389046,4.17178333666081,2.04061823688399,0.257679595472435,1.05280856072974,-2.09678271271054,-1.21194929940257,-7.74025547067038,-3.99573250818438,3.80438824300368,-4.54884920145685,14.2175512130392,22.3701772324609,33.3098764816007,32.6855285659949,-7.74251951579111,-19.4400452997286,-22.3897420209784,17.7656811495347,-0.629867342521365,2.38634434245159,3.1773034479729,4.47319708807107,-25.0709065263872,24.3974897911811,13.0027681198089,-114.766772210276,-48.2440648755299,49.333153449392,6.24901636816906,-56.9404600566272,-27.101254345821,-12.1937200934357,-15.2925787370669,19.1119547032848,-34.6771695158244,30.1616618341113,-8.65393300920799,-49.8666970494461,-49.1265330131788,8.63076784386911,4.43333835550763,-11.5719240215184,43.5726263576303,43.0304282487839,67.0577475332569,0.724311079127548,3.09832694262372,14.6084353046647,-1.3908166734196,0.0899531985489537,8.77099568002345,-3.60924218758846,12.7755470747912,-3.82983544515226,1.72822580091522,14.5434935668385,25.7020660956389,-4.09144930924873,6.38903612972558,-4.24536379675417,-13.0380261152483,-8.81213751269992,-18.2140767665629,-41.1581421229416,3.23355760339286,2.78128371898068,-9.63146871842713,-6.83646813678024,-4.14737116568555,-12.4368843669277,-7.58566804256839,0
"36",201040,17.2734515046376,1213,0,0,"Luapula","Tropical moist deciduous forest",15533.56640625,1466,14.75,26.9416666666667,1406.02834399032,0,0,8120,0,0,0,3800,0,8080,0,0,0,0,0,18,2.36053613450936,0.860118343195266,10.5966311493991,7.14890016920474,0.588701730522172,0.397161120511374,0.816689454586817,0.183310545413183,175,1,"1","3","1","1",32.5,4.84419012,48,16,0.99,29.3230769230769,8.72307692307692,0.692854814981692,15.1920388881416,9.41106312391774,5.21581599531702,-2.16679029076307,5.03289775297812,-11.3311941447422,37.0096403094423,-114.530391685057,99.9354736231375,-4.82845707273612,51.0250395929248,-18.9738568087436,-22.6334478720165,-20.4147672084969,75.0958315665991,-10.3475293874429,43.6258437365738,27.0824691022236,-6.50814278349243,-0.547193757421436,-3.50759783403964,11.8780909814395,-10.0941053557983,2.85989425634949,8.08450918471919,-6.36282362001492,9.51995312568895,-6.06853340541571,4.68778525372211,-1.0332488654956,-10.7729385500116,-7.00805320164901,2.96643189474724,3.17123558324831,2.233729664608,-3.00132377000972,43.0455413320439,-37.0595353740228,82.0775509104392,43.3798307938024,-9.86857029409937,-9.08295569602809,-4.85262461200014,11.8622398040623,14.0858268806371,26.6048575732361,3.5597823415948,2.57895412124225,11.7395707714297,1.01607111754599,-1.86389804387547,1.21808811071562,-2.73307666414572,7.34934222217916,-1.76283099728374,7.46930688151454,12.8469087393249,29.4451845876481,-7.6742511715997,-22.9002570555301,-0.985243050145893,36.6270881165511,3.4993838330513,-14.1918470400147,-3.94382310974392,-80.6249088897308,-15.7334319811337,-18.1348054531316,-1.64181376618353,-0.329016657301118,1.28514591507424,-3.88859319985938,0
"39",201044,28.4872045398738,1369,1,20,"Northern","Tropical moist deciduous forest",28323.54296875,1222,13.8416666666667,26.05,14838.7039528814,0,0,19780,0,0,0,0,0,220,0,0,0,0,0,31,2.63634699100628,0.869286557598246,13.9621066345968,7.65032258064516,0.450390536599896,0.24678459937565,0.767721844613438,0.232278155386562,285,1,"1","4","1","2",77,8.22533712,41,17,0.85,25.025974025974,12.5,0.693584226592468,77.467054456603,53.9623462260905,80.3625024661882,-16.5937524819721,-20.4430896612229,13.6762960692211,-43.9670449836191,1.29145679598963,-74.662691766991,74.7798297393824,100.849492056786,-57.545385706245,-7.04914311862035,-19.1409647232339,-14.3649745326166,9.62403441136866,-32.3767060996853,-31.6735302155493,21.2417287149075,-1.21939859416325,0.0286126692754123,14.2914890077022,-17.6641838912992,45.7154107461613,-30.7846854092535,-5.17119598313439,42.7956022728166,5.23920728246753,-8.63175825297058,10.4300342498815,-15.5407267128096,-9.95861040007474,-4.40541317210111,-1.5884464928547,20.147313456506,-18.406935339195,29.8563221022466,-26.9244321606352,-5.70855180160876,-28.4454318058905,6.99116885031789,16.9275945009014,-14.3986894221758,38.2551397005128,2.67923759183936,-19.7461931002211,-6.63763503477701,-0.228001315159557,4.84630555607072,-0.745817431663422,-7.55164600374695,-1.22177989580297,-6.857837830342,8.97081420137389,-2.93629181514733,-42.5268480380605,-7.54239464590056,-2.11794243341561,-2.7985921136418,-11.7202147566519,6.97392244438185,9.78525140297799,14.701677171674,-1.2745054412521,6.21535446475872,-2.68410939286453,-0.150259057697065,2.35773063785789,1.84391472271528,-0.440409015813407,-11.8484838834602,4.40556859139041,0
"40",201045,3.07049703793207,1461,0,0,"Northern","Tropical moist deciduous forest",7635.75439453125,1121,13.7166666666667,25.625,16.8306342225428,0,0,0,0,0,0,0,0,5260,0,0,14740,0,0,28,3.01185911182716,0.935308641975309,20.3251515517586,15.4580152671756,0.725898269705664,0.552071973827699,0.903863824273139,0.0961361757268607,1,2,"1","2","0","0",45,2.5282026,40,24,0.992,16.9887640449438,3.64444444444444,0.726663375449778,54.5438195947183,37.4258378927882,51.5693216064083,-7.04930471058979,-13.3550011939454,8.00866496972992,-41.7648737289472,-10.2388788465753,-67.1171905027475,62.1840197709516,70.4219021148414,-20.5270199894924,13.5870962605653,19.9633230070834,6.00579850946862,-6.56568174457307,-30.4193497419754,-39.0621028365837,36.8473242133402,-2.25795573989721,-2.5799545386078,39.657012138737,-29.6351337041918,30.1182917224153,-0.150613914465465,-10.7229386973525,71.6767350056081,-4.96899861074569,-22.2000293654457,16.4226342769884,-27.7020944491501,8.8406232655999,-50.7998441490386,-33.7727629071852,25.0459533124039,-35.7682294942567,47.191745438732,-31.7219306428234,8.98373297359942,-13.4811160703977,-2.27147360068974,1.54292332058221,3.16217197381191,-18.8305836804401,-21.1712199782269,-24.5353400978661,19.2033231494727,2.91041076729756,64.8289359770927,-5.36112032050604,-33.621008139272,-31.0508958402889,-29.3679578567994,44.1120718250802,-4.86733192570685,-28.2151414542993,-6.0716510417834,-23.6270806641921,0.0879311250299417,12.9186922646739,1.45406908054996,5.08947916185129,2.36362482769226,-14.2556864316725,-12.6869009016845,-2.27314236184907,1.32034865378802,-0.0718455184703971,5.01188790127665,1.15283094700527,-2.04830021521839,7.10078520951824,0
"42",201048,67.1079776488337,1426,1,0,"North-Western","Tropical moist deciduous forest",25771.568359375,1441,12.5416666666667,26.7083333333333,3322.65207744837,0,0,7940,0,0,0,0,0,0,0,0,2060,0,0,30,2.849687546132,0.906494751984656,17.2823810500553,10.6945868945869,0.576079368335176,0.356486229819563,0.83784832997236,0.16215167002764,246,1,"1","3","1","2",68.5,8.17122306,79,23,0.992,24.3576642335766,10.5109489051095,0.716382211487664,0.344779840369156,1.17292585887757,1.06403584065798,4.29293511099347,4.80996442078897,-2.02306826048123,13.31417233891,-16.2532502049095,-4.38217501109893,0.243515817569327,-8.04872543893308,-4.54388006736538,28.3378979605017,18.9981535987606,-2.61628075739804,30.2869374148342,6.30306654021357,-61.7659404716316,-67.3686137389036,84.4690252675413,-9.81511067372986,30.3950496522567,107.426552647651,-27.9514765691248,-40.2670777364226,-19.9077748654127,23.0738060656421,-52.4657572758109,-28.0544343525209,-33.4252250738775,-16.3809079585994,24.9886636834914,36.2647827635313,-17.4913196956246,-5.92228618572325,-27.6077252296638,-11.911133079832,-11.72660134933,-5.6679928510699,9.86648456063573,-25.0810863667164,16.5065962613634,-17.6755183342196,4.57092618282796,-52.1558536272002,22.7349404386508,-15.8881481102552,6.59456131765449,-4.30077455657465,-14.8819400025812,2.98119136114115,18.5738794494913,21.9693273054489,38.4527942262473,11.9026951369877,10.5979117963057,-41.0260280215338,2.06404520066344,-11.262935725125,-15.4489243754375,2.28786753426951,-1.99208096965318,-9.46675771432441,2.15057173050612,-4.10045521259252,0.518758852214712,-0.244113096050899,-4.45967466028157,-19.2526208381895,1.28959210729505,13.4826159632304,21.8443074555467,0
"47",201055,26.4243735841169,1301,1,NA,"Northern","Tropical moist deciduous forest",15427.6328125,1199,14.15,26.1,2376.18002041753,0,0,13700,0,0,0,1000,0,5300,0,0,0,0,0,24,2.71411720791123,0.909818339100346,15.0912817255649,11.0887290167866,0.628803405231869,0.46203037569944,0.854018639329993,0.145981360670007,261,1,"1","3","0","1",68,9.02134002,78,22,0.992,27.0955882352941,10.8823529411765,0.681654467507059,42.5159636733112,28.8646771232173,38.8894667834688,-4.81189187140932,-10.305949009682,6.16858356139566,-25.7185039925559,-11.5842713153407,-42.4357734848004,53.8905124235883,78.5693714431834,-48.0125019422139,-11.2347671620809,-25.0275911923088,-39.2109853969099,11.8701968292229,-17.0496047492295,-9.16922112615305,-0.343748190644004,0.895283263444697,-7.04910865655782,6.09435822977092,0.513765932235574,35.2373926959529,-23.3172378124954,-0.915467663623052,1.0348805023678,-11.7403925839917,55.7543867428715,18.4215138866959,-28.7554659459544,-52.1872008808243,77.3746977037903,53.5314888713142,-6.46977378442601,37.9891777120353,-40.8650084905539,15.6625210480199,-4.43708189587778,5.50815198373486,8.19504370424911,7.52354254173699,-18.0639666812815,45.3745781903481,13.9250140221196,-1.19725870726732,-15.9425196878583,-0.917545910311089,-40.39409675938,5.32856508900418,18.2668850096008,18.0968565746968,17.0432413661936,-25.3944328688891,4.81951757330036,36.7542150908409,14.6775895966518,22.6901443586005,0.373823914956222,-9.75223981905454,-1.33811797940685,-20.8836429132471,-34.9571955914481,44.8994853776088,45.7664535789074,-21.9212620356123,-2.66367087597147,10.5517029646973,-6.68616502386535,-5.31507541478681,-22.1262091261062,-10.5604641535086,0
"49",201057,37.5401514940175,1353,1,0,"Northern","Tropical moist deciduous forest",15340.0380859375,1033,13.8666666666667,25.8083333333333,2888.69691255553,0,15000,0,0,0,0,0,0,3960,0,0,1040,0,0,40,2.9057007907397,0.922662698834449,18.2780482519675,12.9303710490151,0.456951206299188,0.323259276225378,0.787691988009852,0.212308011990148,1,3,"1","3","0","1",145.5,10.97250924,60,32,0.8667,20.3862068965517,10.4931034482759,0.692951051472818,41.9746360245937,27.1269121045969,26.3786337150106,8.12337981876869,-8.84484272639432,3.24846066489045,-52.3418604747973,-37.278596759109,-70.9335043315672,68.15734601076,70.1309676310189,-0.124913213465991,16.8279147320919,32.8262359591779,-25.7639504705713,-15.3763727459686,-13.7611904680419,-23.3085315031808,30.1132274813924,-1.4951981412428,-11.8010146008663,65.2442221472408,-31.0584044797506,18.0825962023989,26.6284930639724,-14.4554594360478,71.1092382010847,-24.5620038322703,20.9648879881635,26.5199953188393,-47.166930863714,-16.4789678229196,-6.49853358351648,-3.95367254099848,2.80335103515689,0.218041937227829,2.62008375107911,5.25169295590328,8.88572645997414,14.8012482607364,0.0177180148157785,-12.4325707980868,17.7824039161373,-66.8935423622248,-28.173314213912,-1.508482308622,33.6297351138181,8.27781473354646,77.9653012796263,-4.23985108638457,-6.75042265479931,13.9519925735279,1.83923369395915,-10.4133298940986,-1.1038707338791,-5.90432858329927,-12.0222576254647,-12.6058495062502,-2.71598783587776,9.98138949807197,-11.2318629464221,26.413024902873,3.04247785206456,-37.7930036999984,-47.5688539741372,22.884491774363,4.92669682543205,-6.66082762291264,-3.16527245971461,-0.409852707415072,8.99095380476522,-6.93838372698629,0
"51",201059,30.8340715688117,721,1,1041,"Eastern","Tropical dry forest",18422.90625,886,17.1416666666667,29.125,178.269941019678,0,15400,0,0,0,0,2660,0,1940,0,0,0,0,0,20,2.20939067831369,0.781959207124389,9.11016368122139,4.5862977602108,0.45550818406107,0.22931488801054,0.737512726960935,0.262487273039065,226.5,5,"1","5","1","1",59,7.1377152,75,21,1.1351,24.0338983050847,8.50847457627119,0.825997457627119,14.9106902734857,8.16894185841734,-3.79434542928914,14.8527696352325,-0.161483672887007,-3.64247583303014,-37.885286570729,-46.500589219072,-37.2445451681589,27.2476941934118,5.90034215403884,51.4636154854809,23.0052328944575,53.1240074150011,-9.1492205535311,-25.8910773837032,13.5393129844823,2.87688649139188,13.8091080661366,-1.79232373440161,1.67941541499678,60.0330269844585,-20.9886292313851,-63.6682210296695,76.3949423051491,1.10018284799884,-32.5834502312765,-28.815614717153,-22.5487904264625,-5.26114781062981,-17.0346319131308,32.5190567576361,-59.7469474271077,-33.4332379360582,-7.11898020133396,17.1246401022796,-40.3264198439991,31.7321805817124,6.35136203885092,40.971732596972,-6.92860270155135,-19.8078334413283,-17.0165177010319,29.3458048354721,5.30145213207915,-3.17987705746025,-10.9444893342269,-2.32042505047747,-50.02672308997,9.82874974473054,7.50708657924532,-22.1561313369873,4.97488679464717,-10.4622132061045,3.86183417039683,41.490050865155,-4.16401820902097,-17.534644053898,3.20856373076993,-6.16510653172282,0.967774018176769,9.93413376925662,-3.71829954358219,32.0678949338004,58.3749054438314,-9.27900592980378,-3.20456482588881,15.2816623675676,6.389357803626,2.9683414598372,2.90335214295264,7.0055411833112,0
"52",201060,50.4206483563785,1453,1,696,"North-Western","Tropical moist deciduous forest",5124.52099609375,1399,11.85,27.0333333333333,6665.13618372727,11940,0,0,0,0,0,0,0,4520,0,0,3540,0,0,33,2.77354944103488,0.905414199774607,16.0153788869316,10.572411478436,0.4853145117252,0.320376105407151,0.793234217938204,0.206765782061796,80,1,"1","3","1","2",125.5,14.58911916,83,22,0.883,24.4621513944223,10.4143426294821,0.680602788844622,1.25045475756071,1.05016014304136,-0.298504890130872,2.04255958309659,2.92148700432498,-1.80806080645651,7.49624624784382,-10.1184696555874,-1.1299320608441,0.543113014677785,-4.27742284678382,-1.63865516360749,17.1568423907303,11.979976512449,-1.40233271245887,16.8373662470387,0.944516290988421,-34.4193840916922,-38.9634227840375,47.7360813688363,-5.90955162499181,18.9015789019753,65.0013184900318,-16.7273115507955,-25.0495843549878,-11.1718966369482,12.8948133744643,-33.673091899674,-17.1980340218357,-20.0687771486826,-11.1496098014608,17.1525949742802,26.5759740507139,-12.8615779594033,-4.26671387763652,-21.0134197325801,-11.6610599616299,-9.4073621036551,-4.581971203949,6.2394673983175,-24.1596466611481,13.6906706290238,-15.7537310668662,4.17205950392418,-49.831831108607,22.7536488154711,-13.704341636059,5.05733481358329,-6.7510281111853,-19.3684573853716,2.47468299375599,24.3553105641207,19.5795852755563,50.5259647429427,14.1084477708857,15.4551896309903,-68.2357730739439,0.771789128391547,-13.7888230241653,-44.5330458292058,1.10114816703772,-17.41267327448,-35.7740412677278,-7.40302689629952,-4.88432351005339,29.8078084035757,-122.607294128251,-31.7762916482307,57.1081115640862,38.8700848903225,-14.7991475999591,-3.32805542846201,0
"53",201061,51.9785208732575,1405,1,14,"North-Western","Tropical moist deciduous forest",10957.7529296875,1369,12.425,27.075,14275.6262430875,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,18,2.30406404145271,0.832986255726781,10.0148004264228,5.98753117206983,0.556377801467935,0.332640620670546,0.797151451247844,0.202848548752156,135,10.5,"3","3","0","2",24.5,2.75157036,40,18,0.9082,25.6326530612245,12.7142857142857,0.699054501117755,-1.83518330459536,1.10489697796275,3.24086660270474,6.79489205502221,6.21103221518943,-0.996623286629553,17.9474029626837,-20.0786275141284,-8.21924380035479,-0.583020442593182,-10.8779046951197,-7.31268684180182,34.8411531910978,20.8949818146988,-3.41090677829016,36.9981662881899,11.8390122051897,-76.1076603195958,-80.5771514280972,101.144898066166,-10.6325929716293,33.2772927425861,118.423629595143,-30.8738978202063,-42.4188256884881,-24.3738484453123,25.0962793285049,-49.5843384214792,-28.2472609562744,-33.8278910296066,-16.0935519717513,22.1087667958489,29.2431003283468,-14.6847832791296,-5.72633345163882,-17.3698974737995,-4.78440445526622,-6.71132219991455,-2.00954320771141,4.24523519030749,-14.6727957176074,6.86199682545517,-8.77768855953426,3.41213328246944,-24.375230240162,8.75471883870511,-3.09486310386557,4.06414470432218,-2.45780740077672,-1.58433418081544,2.06399268206204,9.19816032675284,-1.23554844280218,7.0230411726146,-0.998239400613469,3.76530032428724,-6.22964171481343,-1.83518244604035,-2.17370994379534,-7.78960974724894,-2.18432241206284,-4.12253382979979,-3.75019903035948,-6.84176072170587,0.704117070803082,5.52949683196528,-34.1631440450459,-2.19810964199072,27.2919878906339,2.68108735126455,-16.0003210989405,-21.1620246576275,0
"54",201062,22.1027171833228,1386,1,610,"North-Western","Tropical moist deciduous forest",15439.8251953125,1323,12.4166666666667,26.8916666666667,13803.4443201201,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,22,2.14756956475242,0.773827571030368,8.56401878965056,4.42140540540541,0.389273581347753,0.200972972972973,0.694771940909176,0.305228059090824,282,1,"2","3","1","2",71.5,5.68880928,53,20,0.992,21.3986013986014,12.6503496503496,0.696963408042168,-7.19840987639226,-0.120553514054931,8.97884035456709,12.2952365374558,8.90049805549636,0.353960871379781,25.1069650933394,-23.5125480818776,-16.0071856732116,-1.98631001257059,-15.1689927576047,-12.4261856686838,35.9967396570025,21.3418623517631,-4.17632309282179,43.8962159977211,21.5655579736885,-83.8354278743295,-83.4841209634408,106.111791003192,-10.0853241986568,27.9886851769614,101.479538692443,-27.0083618028758,-32.9379885900519,-20.6622136687578,22.0547471415849,-31.0885268592629,-18.8070256347371,-23.5601066864576,-6.56519652776,8.46035077037086,5.23114653283598,-1.95356028785965,-0.7816010137566,0.634983038016307,7.57369547661938,1.74383999879116,0.976590387916505,2.85261355846403,14.4269089301002,-4.06168097827582,6.91340816552228,-1.9808320784694,27.3163854862457,-14.0555895971068,5.24079094872823,-0.980441399135311,6.6556996302942,15.729502161511,-0.769336708447688,-18.4796902677535,-7.86258821436907,-35.6912923388809,-8.79296865682112,-10.3520364255133,46.7504579992337,0.391926835853106,6.86655357190599,30.0426489483763,0.115657264920089,11.9138966662621,21.1169507126021,5.39498055515926,1.64666335864028,-15.9974414607142,61.4362373968831,13.9086921249284,-19.3432256921043,-7.6818120687526,0.457004502373268,-1.7330023025605,0
"55",201063,0,1328,1,1745,"North-Western","Tropical moist deciduous forest",14203.4873046875,1272,12.6333333333333,27.2166666666667,6618.38071780975,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"56",201064,40.6748888244318,1437,0,0,"North-Western","Tropical moist deciduous forest",26626.12890625,1296,11.9416666666667,26.6083333333333,26826.059324101,0,0,9480,0,0,0,5000,5520,0,0,0,0,0,0,32,3.19388672470124,0.945714285714286,24.3830135700367,18.4210526315789,0.761969174063647,0.575657894736842,0.921560907777514,0.0784390922224865,180,2,"4","3","2","3",35,5.5838013,71,28,0.99,28.8142857142857,12,0.683919683469429,-27.9284110273853,-14.112093134512,38.0507072789908,37.0023916800259,22.5645617117108,-13.9279537453251,40.1750097299963,-16.9623337826931,-33.6770983511099,6.84772592454258,-27.5087626011796,-23.942448511141,-22.4465305836819,31.6960370798125,-2.13023534610537,59.2289380373292,28.7584914407565,-18.5031639118873,-2.86609338285635,33.8538087813697,-27.3067341477587,-18.8849280229139,-57.8352931912445,-3.50557595718755,9.23902360184403,58.1291206676779,3.98664425379135,11.2665474354081,25.5119690938246,11.4187824567947,25.5472364761167,-0.248598963011336,-12.0454386264604,5.97711637943534,28.5419856264735,-28.139543086037,-18.3204617552768,-2.9690999702048,-1.45715842259283,36.9960751817032,59.0900690607538,46.6541445360844,-18.5372871479932,-29.6270886936527,36.576878559396,1.15614272890424,-25.0591259782812,-20.3382136991976,7.75801191126765,1.01744263409432,-30.4942757083236,-29.0236546024957,55.9491900258376,10.2457027760539,59.7618021446873,-7.46527653398693,-37.1387481266128,26.4115740141885,12.6779763902765,11.6527547962345,-20.2940872071417,8.89694111429711,-2.12244199812966,33.103357675148,-17.1176417724942,-2.73214992060073,13.6033641276855,-13.5971725054126,16.3801878940339,23.5923987559827,12.7685907121202,19.509271659631,0
