"","ID.TRACT","BIO4","alt","Pop.pa","HHpop","Province","GEZ","pop.d","tprec","a.tmin","a.tmax","S.DistToRoad","X110010","X110020","X110030","X114000","X210000","X230000","X312000","X313000","X321000","X322000","X323000","X324000","X400010","X400020","N0","H","Simp","N1","N2","E1","E2","J","Do","Expo","Slope","RELIEF","TEXTURE","DRAINAGE","SOM","Stem","sum.BA.tract","dom.dbh.tree","dom.height.tree","dom.WD.tree","mean.dbh","mean.height","mean.WD","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","FOREST"
"142",201159,65.2266770701808,1220,1,NA,"North-Western","Tropical moist deciduous forest",8983.4501953125,988,12.825,27.7916666666667,9731.76368481003,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,23,2.08995367637481,0.802396676499709,8.08454065039979,5.06064362828659,0.351501767408686,0.220027983838547,0.666546812862,0.333453187138,195.5,1,"1","3","1","1",156.5,17.07946548,59,20,0.99,25.1565495207668,12.4153354632588,0.699904180382013,-108.989561854537,53.984896479241,-6.00136072850362,-19.7693386840728,-34.1122959378158,85.2320410474728,-38.8493950642729,26.5099056862511,13.0832096098549,-44.7287252626052,59.9428957090869,48.4320725048881,-40.5167835928978,-16.6321197520144,8.82273032787935,-34.3956739288967,-24.8988778184065,-3.52067501443501,4.56346946892826,25.7792431813629,-57.8586993601142,4.89656577281669,19.2579798613431,-9.87617228737341,1.12070445518365,87.6701372384903,15.3724735154755,-9.50731990233269,-4.44099719890883,-3.42570655522879,14.4297057023102,-4.19047622694365,19.6830432531823,-24.8063649953639,34.6607745088057,-7.71752509852365,9.59133330980813,22.2232446719476,0.568647026978569,23.399971034205,34.8838574696577,1.97207915897398,16.537322929531,-0.0447309301648496,22.3707826859837,-12.6165776653899,-32.6759703206119,10.3221222545102,18.027499090081,-7.46361123131499,18.8358923330576,-6.86167616462852,24.1408916976094,6.54725606295368,-39.8018793530448,1.2914297049275,20.838644769439,-12.1499967160372,-24.1511335298407,12.2585885767932,14.4263292660058,12.2061280029712,1.77700035366153,13.4378585088362,1.24347632526835,6.26323534952747,-7.06410524477154,-16.4630145720899,7.1658782947454,10.844509857918,-0.219850973627752,-20.0292160996146,1
"146",201163,112.725929925211,1135,1,90,"Central","Tropical moist deciduous forest",19209.90234375,953,14.225,27.8833333333333,9264.95153252449,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,25,1.99867024473916,0.773614115095932,7.37923699266144,4.41723652702002,0.295169479706458,0.176689461080801,0.620921822860624,0.379078177139376,171.5,1,"1","2","0","2",211.5,22.76230572,69,22,0.992,24.468085106383,13.5808510638298,0.767243420246548,2.92324964998604,-89.9097844552157,-2.89255196915139,-47.918823806251,-22.9623118109193,15.6271606354637,-72.0777837617129,-0.441160636590078,9.00091178303757,-73.4295605824235,15.1539978031796,-76.2876826782509,49.5461440935972,52.2922941379299,-17.9400691115324,27.7947874415283,50.2108428488843,3.46454170781375,6.75364416987811,-33.0035836211918,51.0307743590913,6.71987995289106,-29.3480361779394,-43.0722335781828,-61.1406204455061,27.9525481363608,15.3404198233907,12.4092607533657,36.3787830786939,-20.7162522965007,-8.98881412038541,0.940492169620986,1.09207092374425,-52.3824613650653,-12.9423775876193,28.1397894911154,0.291150784623068,-9.5941084172609,0.544617474782383,2.16490266798093,7.83970010913954,10.5563105782701,4.39103470455635,2.67605933377321,3.03839771217891,-6.58830382242944,0.408206219243521,5.34432291413593,2.43866601041374,-23.5580131175288,40.6801428365936,18.2044234478467,0.104419571928184,28.9315484679222,-21.9630281873495,-1.2189445693951,18.7978743561765,-8.27445836028003,8.8000914167261,16.9369991750747,7.75228638561887,12.862874814736,-5.43071781945812,-6.67754342359458,14.5372243600389,2.49131438253254,11.9818235630571,-10.8215897319077,17.4673019725354,22.4681207268464,22.4541655856828,-15.7443879485522,1
"151",201168,52.2940335757925,462,1,29,"Central","Tropical dry forest",10947.7900390625,868,17.5833333333333,31.2833333333333,6325.08287973568,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,15,1.54626860199463,0.606388888888889,4.69392257107048,2.54057868736768,0.312928171404699,0.169371912491179,0.570989637254613,0.429010362745387,135,9,"5","7","1","1",60,11.59768764,72,19,0.992,32.2833333333333,12.1,0.844296666666667,15.9981751154828,-24.7055507170362,-23.4487978229135,-3.82379268863169,-23.3997422339928,21.6140870922898,66.3026115350843,7.84188528029069,-19.7390963694207,29.2849005939783,10.1972691073557,56.968916240411,-30.6804354901659,-11.845121593787,10.9519573524544,20.2254333957138,-40.308098022706,8.11003599871551,-10.2064234937119,-10.7021764230137,59.1209073039244,38.7112935259519,-0.767715101780115,-47.3735782188299,-40.2624865769683,-20.0270694691496,17.4389773016012,48.4215242587746,99.9497938455413,-33.2065039552642,55.3250792203607,-36.126950793786,-6.16533513044006,-56.7194988696711,23.6981375449342,-48.1766081228802,-9.17991812201971,4.57512718788397,-16.7158526384582,36.2947236805198,-40.7756998049177,-52.21790025462,2.56374454775118,17.2982276643332,-1.8645715239228,-30.1734826835693,-9.32526905544819,1.86242131882834,-0.0369724699936202,6.08061964831272,-8.18067143815641,12.7449400446707,5.69944166021602,-13.4613416194733,4.94913142856579,-14.8078992651336,2.49936965062789,22.1008660840621,-4.8022526857687,7.27057466053078,-7.03016654853834,-10.1934880405435,-2.40079904377223,-9.66673156938088,-7.93458625409752,-5.03023956886511,-2.57404267200759,10.0370623153923,4.91052927187723,1.29467180330852,-24.611059101658,34.344794777958,1
"152",201169,29.9704622212876,546,1,70,"Eastern","Tropical dry forest",9313.75,879,17.5083333333333,30.925,5573.08514348703,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,26,2.9152187057234,0.93218336483932,18.4528477048651,14.7456445993031,0.709724911725581,0.567140176896274,0.894761303633349,0.105238696366651,300,20,"2","7","1","1",46,7.06475154,105,23,1.1351,28.25,13.7717391304348,0.67994347826087,16.679208880898,-8.80617441502138,-27.3438906044445,21.656829554208,-14.4429581394528,13.1382665694674,47.1930270200534,23.8705660312409,1.7088332966304,12.9861554450345,12.7359184993804,17.3103860006133,-15.0540967293634,-8.30251999915024,11.6171586979846,19.161885893625,-47.0744029526154,-7.13888710568667,-7.60427291971765,-8.54607641189795,64.5185405562597,69.2855020239449,-24.0517729756744,-76.2723217987805,-15.143576640924,-0.47277876113029,14.7104062689715,57.5894765750702,42.3597110013178,-24.8096136576595,58.0708725170083,-45.118450017313,50.560650382347,-10.9782745636691,19.512184054135,-56.3581552535287,15.7927005940904,-0.123904369450626,-31.4692430356707,16.8128662039642,-39.5917330946316,-71.5446323137706,7.3939793850475,-3.89393301328167,4.82654794409589,8.02274328848339,1.42045775091362,1.78261937738914,-13.0792428850443,18.5064080768432,-36.0721972592186,-44.6370755727193,-5.42475322756102,-17.6932895068534,29.1857845989209,6.6043904537209,-8.29799501070409,-40.5553994146715,2.51157835110456,-51.165222161402,27.5225321209039,6.11364881301997,5.38393237594279,17.469337822203,-11.4479814586502,2.85092888206641,6.45800324583664,-21.4013334976839,-19.1050461532206,-9.68586018770355,-8.66148281231186,-39.039028912697,1
"160",201177,41.7426975906192,1143,1,50,"Western","Tropical moist deciduous forest",4951.37060546875,913,13.675,28.9583333333333,1391.51849038026,0,11300,8700,0,0,0,0,0,0,0,0,0,0,0,27,2.66663618992015,0.90234375,14.3914774830549,10.24,0.533017684557588,0.379259259259259,0.809092287736016,0.190907712263984,70,0,"1","3","0","0",96,10.74435054,52,26,0.99,25.265625,12.6701570680628,0.662143693824479,-81.8561201381224,72.0524188477628,-46.4723540780713,-54.136290758517,-72.6486337638111,-53.1709559519593,-20.3646257400508,28.1218832062877,8.39341022336474,40.6074534031435,-28.3412270681418,-26.6200109995435,-90.7375245378863,31.62940008382,0.783371468437237,-1.6093689730748,60.7720153291688,-53.5512451405435,7.18349874348736,-28.7628262633714,23.4810966774393,12.4908694553964,13.4950584636998,4.66207942273647,1.11603876420729,-9.44204647453069,-4.5304839855949,-7.53850729784957,-6.49612314249634,24.8780569357214,22.8860427452804,-31.131781378316,-11.4312287222761,-18.8631931876792,-23.7580543598253,36.580921698406,14.7226997225951,-17.5186620127266,-17.057371480826,4.0169528462336,-31.1288593078709,27.4508217578087,-11.6407436201962,-4.05817522845067,-0.169720690322625,3.5791778148205,36.1871393615735,23.1801489286704,-17.0876115007938,23.961724852501,-26.8627066021548,4.67880479489213,-9.99532501492611,-9.05988764639632,22.7040183504949,0.961667930736904,-20.6560201476048,15.9184412416969,-11.0629736238056,7.40505140126797,19.8105963215016,-1.84295383897312,-5.49749953793375,-2.54230547952308,-6.62216572907862,-5.07598684165393,4.80091058508348,16.8645938354009,26.1132253486819,-33.7480228878099,16.1127035394946,7.86493682714221,1
"162",201179,19.5022854652301,1170,0,0,"Central","Tropical moist deciduous forest",11883.474609375,913,13.1666666666667,28.225,8669.25225471023,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,11,1.43721601823685,0.669367283950617,4.20896181801258,3.024504084014,0.382632892546598,0.274954916728546,0.599365633078548,0.400634366921452,72.5,4,"1","4","0","0",72,6.82622556,52,18,0.7813,22.9444444444444,8.53819444444444,0.717078836673472,-75.7294654224927,47.6359766248026,-22.9027893875334,-33.722299957036,-18.9498929295511,39.1363145732724,-39.2526480849991,32.8144847760302,13.1807005830332,-46.4489100418465,63.8726416807757,47.3627743148843,-77.8883940950924,25.0281680030167,8.61393643308031,12.4538565729925,-15.6498796519029,-8.86887743973312,0.68601473773286,39.9387758337377,-46.7796533806885,1.08806108201301,19.3415682961306,4.4263909081577,17.5227598140043,86.5274848700537,15.3392569717466,-11.8266770976163,-8.00597414514339,-12.5981683131368,27.273604159706,-45.5018562429069,-30.7602867231195,26.3752810889783,11.8042722133741,5.34322522570638,17.9224914277932,16.4235363556721,-1.34917060907212,-1.04996256003577,10.706731296353,-49.6107048198905,8.37624238487571,6.70942971056293,1.33247184709028,-12.4493106143571,-27.7858916343365,-8.66788392174098,6.46331803187791,-46.6429905859902,36.42116116698,29.9777503210267,-34.2940671632866,22.3170476831568,-36.1758548144608,11.5901881178112,-13.9569532577808,-9.72465201701648,38.0528477932051,-20.2067792049544,-25.5980115929126,-4.56075858215149,0.328832867912739,-11.1989871318295,10.7017922003946,1.82597225126339,-4.56354863350511,-4.62234768628181,-18.290609868836,-14.6675758224974,14.6936486239394,1.58033502117231,1
"166",201183,98.3963318236155,1222,0,0,"Central","Tropical moist deciduous forest",23446.876953125,922,13.825,27.425,6228.92710833395,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,47,2.60281274346571,0.832867954801276,13.5016613855091,5.98329302325581,0.287269391181046,0.127304106877783,0.676029340358187,0.323970659641813,140.5,2.5,"1","2","0","0",200.5,25.44978744,72,22,0.99,26.6284289276808,12.8079800498753,0.681987061507007,5.87768664289696,-66.014555765758,-10.8197155360009,-44.8916083406284,-14.354029521643,26.9881352927254,-47.4743573858971,-14.4375076167713,-8.8722329709694,-71.3289129744331,2.78060224240488,-83.0887811570207,25.7087889954853,63.5999613805795,-15.8894381137632,20.0476240147305,27.0872033576581,24.0051582732394,16.2835575761114,-23.832766644028,27.4470206925255,9.06348819156215,-10.059567863025,-47.7816532251517,-63.9874075564311,17.204128803664,6.39554004276984,39.8625118149985,17.6761493423003,12.0831637571641,-34.2479874872175,9.84492923006522,3.49745979954146,-39.377586715082,-56.8122326223534,25.9376417342737,19.0896676231043,-18.3868771301002,-24.9781910449248,22.3706329793687,-7.48108682577346,-3.952642848082,26.4540434547331,12.2568243070348,5.42394183906866,-9.86104236718323,-48.889520768909,4.03443139849042,18.9215477347279,-18.8762014308264,-0.829550290557444,2.75199350149069,7.35128733160113,-1.8193115455032,-25.0588944311197,-2.90094092163486,0.344437392769621,11.9307048301886,-19.574402870043,28.8470291306216,-51.4615029051709,8.64064927041677,12.949068824404,15.62347392291,8.12043375789342,3.866010647138,-17.253981295908,-2.56576457559623,12.2708480565721,-21.6850122137311,18.3209813441119,5.14498283797209,1
"169",201186,33.8635590385125,771,0,0,"Lusaka","Tropical dry forest",29446.021484375,795,15.8583333333333,29.2916666666667,30114.6988533509,0,0,11000,9000,0,0,0,0,0,0,0,0,0,0,20,1.88856083268089,0.690743944636678,6.6098491537036,3.23356643356643,0.33049245768518,0.161678321678322,0.630417093460891,0.369582906539109,270,14,"2","7","1","1",68,5.898354,52,16,0.992,21.2941176470588,9.68382352941176,0.691350463042721,24.2575315578946,-84.4363257890064,-31.5805416178674,-55.2028062412874,-51.3436477146598,48.8105253300179,54.3968215857213,-29.4339196451949,-63.5753226315738,5.59753369162172,-30.7937284122585,16.0250486446495,-62.4321193027232,-32.7438934996978,15.0901979177699,13.5562604726513,-35.7758719457283,18.547998810268,33.8186604842976,-7.23964752837329,-54.5207167872042,10.1461743557073,50.6717908668843,16.1222567589755,32.2827233244273,-54.953494179878,-2.68265126434493,4.88590981182185,23.577149088733,-19.8494665395501,16.3651195677285,17.1554710986977,-33.7850208120437,14.3065822954154,35.9818637554378,42.5999304560516,-18.7255986274404,-27.9991414624869,18.4794332046157,-23.9643082384679,35.71942299536,49.2348700314493,-20.8973185612271,-11.050919909484,-15.4283355719543,21.1442163673735,26.116847764812,2.52026948429585,0.901399449562283,-3.83305694752506,29.8709209602504,-9.16842371296069,4.29400807476023,9.18991638396186,-10.1086823954671,14.4558083186463,3.85025861374536,-15.5404876130801,3.41753701513348,-6.53092853950634,20.0520297708812,0.644929611892675,16.7262260967617,0.717618221158875,2.02331557633231,-2.74709753662133,8.80695748064242,-4.4041902305376,10.6302581405496,-1.46190213484552,-19.5371852004098,-6.35558389634059,1
"170",201187,38.6850812094526,974,0,0,"Lusaka","Tropical dry forest",13272.1962890625,843,15.1833333333333,28.1416666666667,13619.3452418291,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,18,1.15590049285477,0.417695473251029,3.17688289021008,1.71731448763251,0.17649349390056,0.0954063604240283,0.399914125128361,0.600085874871639,242.5,12,"2","3","1","0",108,9.06972066,59,17,0.9308,21.662037037037,10.8240740740741,0.679560648148148,19.0662157940709,-50.2536879372073,-25.6723677039549,-28.9439830323284,-36.7214415854789,34.0168226571966,65.6445126299614,-13.6403229733812,-44.2312390885837,23.5562077915626,-10.6981233018629,52.7554226953301,-53.7661529466959,-31.209047290742,16.6799329731486,23.9645210753079,-46.8171843339047,12.2298217956543,9.52834039716046,-10.2002577069182,3.22377923545265,25.1643368140786,31.8613136840467,-7.960260679061,-1.2734482436766,-51.1330270411409,9.95686469511082,20.8271017261629,101.671479243984,-40.0597257857982,52.6357711409092,3.49628842178471,-42.5652022991635,-35.8952499621104,35.3273652514606,11.8348752238277,-38.708261684572,-32.0704306765432,11.8111809290371,-0.941623743704175,-5.55324979678007,32.2342823651138,-0.917341307756134,9.31759206687146,-8.90100374913395,-9.07626123878238,9.2395250956753,3.03909863165315,9.60451493613912,-7.47532914781739,45.0823914496426,4.0239198732641,0.40020980986513,0.677121334721826,-49.130745882085,-19.5753367596803,-10.5844322792841,37.3674406757185,-6.60874001452047,38.163514351443,-35.7467025075829,7.78058313144233,-28.1831287318722,-3.22100927053905,12.6635779029117,0.360981572756295,-3.16559318524492,11.6458044111432,8.00432590646763,7.15169630555711,31.6886679272651,3.63477296112682,1
"171",201188,19.7613864840469,759,0,0,"Lusaka","Tropical dry forest",10186.8671875,841,16.6416666666667,29.7916666666667,1184.50335059428,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,20,2.34196699421093,0.857400396610781,10.401676490973,7.01264222503161,0.520083824548649,0.35063211125158,0.78176778842541,0.21823221157459,267.5,13,"2","7","1","0",64.5,5.44761294,42,18,0.771,21.9921875,10.25,0.650249585289845,9.31142534657825,-12.1941637171823,-13.1118198992257,-1.68977671307237,-11.422760384781,10.9705300096884,35.1877483125398,0.23882280946335,-10.9195038585215,13.828263356294,1.97695208258756,28.1189507353143,-19.4905654584179,-8.71020190781946,9.01102084903131,15.9774997428289,-36.0102845933126,2.82529040954208,-4.30179252223757,-7.16193590121954,32.9282419147417,37.39488066307,4.45919312587892,-36.9005593489132,-17.612901004011,-19.6400325219848,11.0057346166871,42.0114423005369,86.0120643758682,-30.9503992215483,58.4293010080259,-28.7436769559313,1.06478592280076,-42.7064016596675,35.106163723738,-43.2275916117054,-19.6298200233462,-14.1507547607969,-18.5926396469026,25.6694855952285,-48.7649039173487,-50.9573389034292,5.76498265204699,13.7630232106828,-3.74003042855315,-19.4017514935221,1.3210505486418,1.94373917000237,-3.75071829261939,9.46425777552609,-0.317144455513581,-28.5809459788103,-0.458256479537576,-32.0108961477782,-16.5552629843051,-41.5429422436989,-23.9530730887136,34.1871000104499,-6.86672144478922,-7.81035319585103,-31.0157758709181,4.60056814900895,-66.5272814377184,15.8167458933431,-13.7971364063048,4.34456909640969,-1.43033536022111,-3.59238011299406,-28.2254637249187,-6.26331436432184,36.5722560310264,-24.3504309036845,1
"174",201191,25.5334403419088,1081,1,136,"Western","Tropical moist deciduous forest",7840.7529296875,894,15.1416666666667,29.95,1003.86644170711,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,18,1.85677949477292,0.700609410430839,6.40308237023452,3.34011834319527,0.355726798346362,0.185562130177515,0.642401618304084,0.357598381695916,NA,0,"1","1","0","0",84,7.13268864,50,17,0.99,21.3333333333333,7.81547619047619,0.70402273011625,-14.9228847799274,19.5624737842871,-16.4648309537915,-15.946954623221,-18.5719766789706,-36.2798795663986,3.03099322858244,-0.141066214392429,-0.418061948701625,16.1379413037223,-17.5565181699045,-17.1389477660004,-19.0926880655515,30.2854346218424,-2.25173461334882,4.88338865102137,3.89467180779192,-26.6694021080712,-45.7623125360626,-64.2670010155672,16.756029555664,-2.18651783130282,11.1112891808596,15.416469140032,13.1917011150183,-38.9261759572686,-16.2545534366,6.70458737925258,1.39057243236614,80.775768749123,18.6972079961567,56.6806443015601,45.8132210208433,-29.6768588363861,39.3752804809065,-28.7971927112507,-12.7753549468395,37.3783080306213,43.1015074276401,-29.7004974527213,31.8638550093144,-29.0677173620977,-13.1976686850601,-11.8881980804575,8.84779309801269,-5.48487662389333,-80.006147901101,41.8948790321586,28.6952167233716,-13.2995674853627,33.5782949621275,-7.57957851120146,3.13678723354497,5.18476633565409,-51.1147611001682,7.77893828659241,6.85924358363687,-15.5651982749571,69.6371811196525,-20.8464555067298,-2.28915912414963,7.9347768223193,12.0118883700244,36.9605610434759,-28.8501354771954,0.374292940527943,-19.6686526023398,-2.6079092076806,-28.7574806958284,3.16452450376829,-20.5441072800423,22.40846006507,1
