,ID.PLOT,ID.TRACT,BIO4,tprec,a.tmin,a.tmax,a.tmean,alt,Pop.pa,HHpop,Province,GEZ,pop.d,S.DistToRoad,Expo,Slope,RELIEF,TEXTURE,DRAINAGE,SOM,N0,H,Simp,N1,N2,E1,E2,X1e.05,X110020,X110030,X2e.05,X312000,X321000,X324000,X4e.05,Stem,BA.PLOT,dom.dbh.tree,dom.height.tree,dom.WD.tree,mean.DBH.plot,mean.H.plot,mean.wd.plot,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,FOREST
632,2011871,201187,27.09054515,847,14.90833333,27.76666667,21.325,974,0,0,Lusaka,Tropical dry forest,13272.19629,13619.34524,260,12,2,3,1,1,4,0.587500931,0.27,1.799485753,1.369863014,0.449871438,0.342465753,0,0,5000,0,0,0,0,0,80,1.44890592,36,15,0.795,20.25,10.175,0.694545,-18.14646378,11.17518667,26.82260849,-16.62870126,-1.916427551,-23.66280927,27.31066397,61.75787809,2.446739897,32.19087144,-12.2093501,37.76259782,-9.658598109,8.230527167,-26.60150334,-18.32062003,-13.59478741,14.68261428,-40.65132996,-2.524571273,-23.52669526,1.91741825,3.176510963,-0.619778413,-3.057807871,6.856239487,8.058992218,-32.19518683,-19.87820269,-10.38264791,83.41753325,33.61657601,30.36580592,-19.16754093,32.01717897,0.988293507,-12.39531284,25.57460739,-38.48180314,-18.99280085,-10.91691924,-35.31077631,12.24243944,10.68585329,11.1960665,-23.09615617,36.11933775,-7.13863649,-29.32333659,-3.976400542,-63.31429977,-30.14745071,-5.392294141,12.63152245,-4.943586916,12.02939113,5.993169184,-17.14813713,-45.72014494,13.96465295,-4.67564694,-36.15376153,12.47207169,10.67521589,32.00261066,7.823909687,39.99059058,-34.13366819,7.907083185,-4.412069411,-13.08317446,12.94211701,26.67225668,-26.90113369,35.97330712,8.946285929,-44.08762393,-4.772921901,20.28716215,49.82208303,14.35077361,-8.163233993,-12.35910136,3.095942577,5.541906794,9.413888122,-0.05817675,-8.620756753,-10.17483955,5.459952219,-2.462503082,-3.600843183,7.086425168,-6.025774469,-1.217885933,-8.508863484,0.598788423,2.957020868,-1.601759598,2.073641968,-2.006034815,3.42814807,11.92614593,-0.831699766,-1.26101721,-6.445183198,0.64587539,8.250241398,-9.148104887,5.518198796,5.217647581,3.320251492,-7.875532989,-3.962406209,-3.228972802,29.43011009,-1.866849311,6.247913967,-16.19782738,17.61703313,2.885268993,-2.583405888,1.771495216,3.112142529,11.99920242,-13.66294112,5.070599242,0.246649452,-12.40485681,15.09124327,5.079915242,-2.255474418,-17.17033029,31.59498851,-1.629622816,16.63877854,-1.999913392,5.58762849,12.058341,6.89537483,0.20331841,16.50985567,0.710881149,-9.625713441,12.79928027,-9.302675852,-11.58503095,-1.641287996,3.376290575,1
633,2011872,201187,38.60584471,847,14.90833333,27.76666667,21.325,974,0,0,Lusaka,Tropical dry forest,13272.19629,13619.34524,93,12,2,3,1,1,11,1.112016925,0.439125911,3.040484644,1.782931354,0.276407695,0.162084669,0,0,5000,0,0,0,0,0,124,2.66305578,59,16,0.883,21.62903226,10.5483871,0.666153226,-19.29483509,12.2527273,28.63858913,-18.20467082,-2.410664667,-25.15455209,29.10365522,64.48134572,2.701529116,34.01218515,-12.29813745,40.34001839,-10.92631071,7.908635715,-28.03346108,-20.22810522,-14.82109386,16.83421988,-40.5198604,-0.966620241,-20.72573092,2.247287516,3.352574285,-0.686115866,-2.231850419,6.762245225,8.296374037,-26.30938032,-15.34690188,-8.960443577,86.33803135,35.90827071,29.21404905,-20.724194,30.45264657,1.200194812,-8.850839416,25.84986782,-31.75074714,-16.11365472,-10.73013625,-37.01436678,10.78338751,4.280115384,10.87056078,-19.13755399,38.58451987,-7.486824408,-31.28331099,-6.807768842,-62.16276821,-29.27807506,-10.30733457,9.577706546,-3.810711409,6.877674494,-4.191275079,-16.04885193,-44.98878553,19.03708699,3.64691081,-43.09569876,18.67572067,6.521908499,37.22009325,5.346994775,36.97704896,-36.94012306,10.1301583,-0.337859426,-10.9439651,14.9226277,22.19479008,-20.23098079,35.33879628,4.252403662,-31.8573849,-5.542013307,18.63945352,47.22344124,12.42140461,-11.84328216,-19.79222951,0.793721404,1.023286705,6.915675336,-3.564249087,-8.014183983,-14.17666586,5.351233311,-1.870364157,-10.1063214,1.871478946,-8.947682485,3.427646277,5.029891256,5.270390364,-1.126015818,2.876332634,-0.910345742,1.898877889,3.766576847,11.04890476,2.175796659,0.536394997,-0.167114118,0.325141422,-2.458317053,3.579414942,-4.69244737,9.36343306,2.061464172,-5.390944622,-1.618939094,0.596778183,24.64535153,-4.92599205,4.924407964,-15.79599288,23.22837246,6.04147504,2.57902827,-0.785541841,-8.333197781,6.879903107,-11.70746073,8.342929494,3.171378669,-8.737040071,11.93327184,0.441953086,-3.113463126,-7.216927474,14.25854025,-0.659367955,1.148086298,-5.615267748,13.26924425,14.4263779,6.466716758,-5.810377577,14.77680519,2.080636427,7.56574878,28.57974401,-17.29809847,9.033260123,-11.43472482,5.891334677,1
634,2011873,201187,49.7418931,847,14.90833333,27.76666667,21.325,974,0,0,Lusaka,Tropical dry forest,13272.19629,13619.34524,327,14,3,2,1,0,11,1.085050433,0.417360285,2.959589077,1.716326531,0.269053552,0.156029685,0,0,5000,0,0,0,0,0,116,2.92820682,50,17,0.9308,24.18965517,11.89655172,0.670315517,-18.46329943,11.0921239,27.26414198,-16.90850198,-0.792621711,-24.09903197,28.01961655,65.00212696,2.068543896,35.66658109,-10.55536761,41.52971829,-13.1547641,8.829573249,-28.76797479,-19.13838563,-13.0446858,16.79703613,-42.30136554,-0.775573453,-20.34971615,4.406203502,6.645309147,-0.371001312,-8.120860164,0.459067907,7.492556519,-32.55529685,-19.25297814,-11.03526889,86.75572709,31.9242306,32.52668863,-21.63397288,38.78687729,2.456384586,-15.64272889,27.31878096,-37.5867142,-20.66794114,-10.91940033,-33.66969227,10.64077973,4.885853203,6.322948621,-15.07439553,28.27285657,-2.216486493,-27.1587764,-7.797520174,-66.21268204,-23.5155163,-9.562671045,14.3850998,-4.120433387,6.250682584,-1.75970293,-14.42004157,-41.10599284,22.33862547,-0.690123674,-38.52399084,12.61432627,8.37574216,32.01446701,7.689355071,36.46636823,-33.11838235,10.36931785,-1.299512893,-13.53007674,11.85798941,25.94865714,-22.28067135,32.51664039,5.847420873,-39.95578368,-4.384569682,18.57484454,41.9320692,11.77928738,-6.616840368,-18.07451467,0.460272286,1.788549497,6.657503529,-2.450689507,-7.914932022,-15.65872277,6.233930081,-1.837754879,-9.312663384,4.356412659,-5.749732125,6.218332271,-1.624425701,2.110120053,-1.83934619,-2.284973906,-6.984022148,2.421980491,-2.891160498,12.09219759,-0.512132953,-1.698487954,0.231976226,1.847937502,0.291486054,0.464329386,6.309629294,4.560899265,1.135061142,-6.293192784,-1.450664478,-3.839187763,29.5943088,-0.687737997,5.209510505,-17.17378393,18.78986608,7.851218626,3.100363872,-1.92093849,-3.067082748,1.706087658,-4.538510004,2.324331829,-0.15688871,-8.004264098,8.802908241,6.301994358,-7.199967138,-10.19167499,22.53455169,-1.162725803,15.75093224,-6.194175486,1.506412545,11.04488667,5.486011751,-2.325410128,1.494689504,9.236307444,1.215936677,-0.80739054,2.150579445,-0.075453007,7.293087951,4.555945696,1
635,2011874,201187,39.30204188,847,14.90833333,27.76666667,21.325,974,0,0,Lusaka,Tropical dry forest,13272.19629,13619.34524,10,9,2,3,1,1,7,1.064107469,0.471938776,2.898251051,1.893719807,0.414035864,0.270531401,0,0,5000,0,0,0,0,0,112,2.02955214,35,16,0.827,20.08928571,10.48214286,0.693276786,-17.47055619,10.67360376,25.79923682,-16.09786229,-1.475450036,-22.76940027,26.39065509,60.30376203,2.134859976,32.24143003,-11.03591509,37.9725177,-11.00186608,7.939754389,-26.5013185,-18.10127181,-12.96051294,15.3989147,-39.16920067,-1.347225437,-20.33478824,2.880174786,4.451011517,-0.476759311,-4.484686969,3.737288985,7.51920226,-29.21496066,-17.44251751,-9.660067411,82.40024397,32.93325713,29.84574487,-19.98699526,33.01613072,1.541946179,-11.85589011,25.81560293,-34.57203083,-18.07041914,-10.56682181,-34.19607717,11.25932305,5.948694352,8.788348486,-18.29654658,33.59971068,-5.339901909,-29.20780957,-5.984004655,-63.12252229,-26.38857552,-9.551426494,12.44430147,-4.151285402,7.435515231,-0.380123362,-15.20944995,-44.79805714,19.74051153,0.757228869,-40.81844184,14.99140907,8.234287761,34.98371502,6.872006546,39.73843766,-35.48736667,9.775282058,-1.152960478,-13.92925032,15.07523373,26.20768876,-24.42312947,36.16456275,5.846045148,-40.34412594,-5.226541897,20.33215877,48.23567579,13.69929677,-8.73857848,-18.91717987,0.867688664,2.13240343,8.258300062,-2.417758385,-9.114482423,-16.05319091,6.850919551,-2.173304614,-9.83350715,4.35550149,-7.757542305,5.770364513,-1.396472775,2.255731244,-1.931233156,-1.538570983,-7.048578237,2.817120892,-2.928068693,14.12098361,-0.44542634,-1.60858512,0.299784514,1.406506325,0.376682895,0.367034107,7.098171201,5.48629896,1.232583709,-7.204519551,-1.531552317,-2.133706297,32.7926986,-2.920104977,5.858025154,-20.3368056,23.18589678,7.841316465,2.220648827,-1.191464341,-3.858071871,5.39162158,-8.509762221,3.686549269,1.031305988,-10.63554353,13.06211575,4.78102162,-6.539627447,-11.52324679,23.77878392,-0.049885391,10.00949693,-5.676653633,6.556838667,14.83242447,7.136219092,-5.247459873,5.941310136,3.71920245,-0.243303144,9.813425089,-5.069400467,-0.356328512,-1.701478838,1.024618152,1
636,2011881,201188,1.078328308,846,16.39166667,29.45833333,22.9,759,0,0,Lusaka,Tropical dry forest,10186.86719,1184.503351,265,13,3,7,1,0,2,0.636514168,0.444444444,1.889881575,1.8,0.944940787,0.9,0,0,5000,0,0,0,0,0,6,0.02780316,13,6,0.674162974,10.66666667,4.666666667,0.611387658,-10.95380645,4.660630536,15.2632597,-8.548139836,3.949783487,-13.53311073,16.1732031,45.2356987,-0.770972347,29.16762612,-1.978047509,32.51137707,-16.56440138,7.482469936,-21.74034993,-10.47323236,-4.858154222,13.40876229,-32.27240303,0.202590573,-8.203200444,11.36542179,14.58890814,0.751545346,-24.01039668,-18.11571202,2.249935898,-34.0224362,-20.68462074,-11.67511095,65.95676875,10.08643873,30.85627738,-20.74554836,53.76897129,7.424831385,-31.91403536,21.29691184,-38.17848047,-30.12319445,-8.567369701,-17.79511252,1.619447801,-5.215163466,-11.66448323,10.19724835,-17.59597329,17.6167529,-4.529338846,-15.75859704,-67.30366037,-0.057428687,-4.707854225,24.02179455,-2.94500219,-2.723517338,-9.784604985,-5.844757952,-8.952481519,37.41311869,-13.59677853,-18.03256292,-8.378630028,9.833167398,9.243594125,13.38320976,10.98268651,-18.30405062,15.29183377,-5.427608755,-12.14082578,-18.35463446,33.6473642,-10.76307682,12.57698407,7.141433263,-63.05139334,-2.221253449,17.99436578,13.9835184,8.922396804,14.68333609,-31.34961128,4.471937365,-9.422961464,1.72325473,-2.370683171,-2.29422073,-52.84401636,16.67878647,-2.751240291,-22.71051055,40.63325883,6.544282222,40.36370494,-27.48435562,-16.70454242,0.900580632,-15.89201012,3.561918278,-8.94255614,3.4928576,8.593590449,-2.618669283,0.68499532,4.587818288,5.553854104,-5.785812931,11.19321177,5.271522748,-2.572667147,-5.970842278,5.840058593,7.12423495,24.72052964,-42.44790729,-19.54144734,-8.793209631,12.59863515,-6.085694437,-12.04477912,-5.602933682,10.36578673,3.587880772,11.53179473,-2.61768173,-4.044423185,5.151329898,-2.557937601,5.259446196,-8.875042515,6.733068167,11.09457969,-21.11579553,3.664476101,-22.68348681,3.65235929,3.797035807,-5.180167105,-4.067095396,-1.046638361,-3.630136068,-7.628224922,1.332045633,-1.274026534,0.352838759,1.18461151,-1.673917157,-2.138400295,1
637,2011882,201188,30.90915865,846,16.39166667,29.45833333,22.9,759,0,0,Lusaka,Tropical dry forest,10186.86719,1184.503351,352,16,2,7,1,0,14,2.218309489,0.860113422,9.191778919,7.148648649,0.656555637,0.510617761,0,0,5000,0,0,0,0,0,92,1.83854286,42,16,0.758,21.02173913,10.54347826,0.636620212,-10.9562077,4.661614498,15.26678843,-8.550075504,3.9515326,-13.53630748,16.17712775,45.24711016,-0.771160691,29.17603702,-1.976724245,32.5200478,-16.56976232,7.484652138,-21.74584067,-10.4756746,-4.858228959,13.41214549,-32.27993468,0.204052885,-8.203010168,11.36926601,14.59442738,0.751819916,-24.01958027,-18.12408119,2.249767025,-34.03052577,-20.68897528,-11.67846124,65.96657664,10.08337201,30.86261302,-20.74940883,53.78306761,7.427125958,-31.92344534,21.30025968,-38.18551619,-30.12944816,-8.568063251,-17.79311902,1.617651331,-5.217973466,-11.67091124,10.20579652,-17.61021702,17.62478528,-4.523465148,-15.76305123,-67.30993963,-0.049511129,-4.70760681,24.02635012,-2.944810542,-2.726714001,-9.788084108,-5.842295744,-8.941776333,37.41903159,-13.60046298,-18.02534945,-8.385174718,9.833227058,9.234809494,13.38498668,10.97286192,-18.29663814,15.2929257,-5.42793022,-12.13922872,-18.36340174,33.64549546,-10.7565413,12.56607671,7.14114522,-63.0482886,-2.218865532,17.9888233,13.96495313,8.91678578,14.68918996,-31.34632206,4.470854626,-9.423986774,1.718670018,-2.370604259,-2.290564452,-52.84181027,16.67669311,-2.750234681,-22.70836551,40.63293039,6.549937148,40.36432225,-27.4847756,-16.70515221,0.901030019,-15.89367096,3.562868077,-8.943842211,3.493291691,8.587004684,-2.618778046,0.68498835,4.587655454,5.554728429,-5.786106468,11.19344854,5.268584537,-2.575803599,-5.971309904,5.843497102,7.124706426,24.71701206,-42.4620394,-19.53563488,-8.795997478,12.61045718,-6.101447878,-12.04679198,-5.601557522,10.36442709,3.59080747,11.52179702,-2.606047112,-4.048677344,5.148353657,-2.548048466,5.245044168,-8.873966174,6.734814678,11.10346706,-21.13175742,3.662289084,-22.67886017,3.655227483,3.782831021,-5.200120448,-4.076630241,-1.036781955,-3.643247466,-7.624695482,1.334394057,-1.30032468,0.368335805,1.185536333,-1.663018801,-2.137229243,1
638,2011883,201188,14.35502196,846,16.39166667,29.45833333,22.9,759,0,0,Lusaka,Tropical dry forest,10186.86719,1184.503351,318,12,2,7,1,0,8,1.593323983,0.725694444,4.920076027,3.64556962,0.615009503,0.455696203,0,0,5000,0,0,0,0,0,48,1.15029684,32,13,0.771,24.52173913,10.04347826,0.658571914,-11.4262686,4.693231603,15.85951371,-8.726871648,4.858432839,-14.01044698,16.77038451,47.00725905,-0.81882031,30.62721928,-1.312346329,33.53976075,-17.31963314,7.827875336,-22.46362872,-10.98130792,-5.465934172,14.53267229,-34.31703687,-0.389463376,-8.29875702,13.74809474,16.05277308,0.761686143,-28.6749916,-18.77032418,2.171488218,-36.03599672,-21.98321691,-12.55923827,69.19612741,6.204223882,31.35352297,-21.64260703,57.36652417,8.341619898,-35.43489933,18.94854828,-39.91124994,-32.35990224,-8.471348389,-17.78023425,-1.70433541,-7.220610243,-12.60143616,13.53120139,-23.69791997,19.62819012,-0.727886524,-17.67342381,-65.31132349,-0.175960169,-1.341759957,22.03196063,-2.733197889,-2.057161066,-12.23212836,-5.37519534,-2.798499353,34.85788365,-14.68124128,-13.44805566,-8.909243424,9.775682483,6.886538466,11.7355512,5.604238226,-16.41384489,14.47299257,-5.648578196,-8.328786899,-20.70060854,30.45256034,-6.715030089,11.67126789,6.91511805,-58.60303666,-2.838325766,18.42516053,20.37033183,11.39644033,14.41349481,-29.0688092,4.454524315,-8.75559947,4.087670724,-3.093063772,-2.88858356,-54.02685737,16.38499634,-4.321598969,-20.28596541,45.31734509,0.500300646,42.75865552,-30.12785158,-20.67026576,5.316511959,-7.65241169,4.921365038,-2.584032782,3.448641604,1.357109774,-2.391643007,1.074453215,11.74468033,-6.073620594,-5.066943399,10.66517818,3.497160729,-6.874470626,-6.163595868,7.856332458,5.815362017,26.05573463,-46.39783729,-16.34762188,-8.142450533,11.68530801,-7.980471723,-9.890607972,-8.350264438,6.278627512,3.554745786,5.620629529,-2.374886203,0.047370946,5.0090018,3.422794487,-4.11412557,-8.849159238,5.898327143,8.568094042,-19.85057993,5.012765753,-19.07210928,6.180095316,3.612205171,3.423665269,-1.046626231,-5.295753357,-5.963458467,-8.398334154,-5.394481091,1.264334071,-0.395451887,0.907924786,-5.518120454,-11.05382145,1
639,2011884,201188,32.70303701,846,16.39166667,29.45833333,22.9,759,0,0,Lusaka,Tropical dry forest,10186.86719,1184.503351,260,10,3,1,1,1,13,2.051224288,0.801658163,7.777417077,5.041800643,0.598262852,0.387830819,0,0,5000,0,0,0,0,0,112,2.43097008,40,18,0.771,22.35714286,10.39285714,0.659960319,-10.95155161,4.659206972,15.25978326,-8.545947029,3.949973131,-13.52993458,16.16948453,45.22684484,-0.771297673,29.16278153,-1.976415452,32.50550384,-16.56267535,7.481209366,-21.73615,-10.47028617,-4.856035514,13.40621994,-32.2659029,0.202798266,-8.199744153,11.36489804,14.58810243,0.751632378,-24.00951397,-18.11636768,2.248541343,-34.01691252,-20.68124776,-11.67319251,65.9404776,10.08006766,30.85025367,-20.7415061,53.76204132,7.424488292,-31.91142375,21.29142721,-38.17087443,-30.11912151,-8.565017187,-17.78743056,1.616978099,-5.216576174,-11.66650242,10.2015117,-17.6038509,17.61797423,-4.522274895,-15.7570097,-67.28756244,-0.050588603,-4.705543308,24.01845115,-2.943861136,-2.725670989,-9.784537361,-5.840339684,-8.940084754,37.40752747,-13.59665736,-18.02067626,-8.383069375,9.830542175,9.232979223,13.38093648,10.97026167,-18.29261457,15.28863037,-5.426995296,-12.13646042,-18.35929742,33.63842427,-10.75469605,12.5643899,7.139127768,-63.03644156,-2.219354285,17.98666537,13.96491367,8.91711669,14.68693208,-31.34231028,4.471374511,-9.42413055,1.719758591,-2.369711658,-2.290382977,-52.83740565,16.67595304,-2.750244569,-22.70649266,40.63107087,6.547804646,40.36187735,-27.48349455,-16.70591851,0.900837791,-15.89163588,3.563681559,-8.943247995,3.492650278,8.586614089,-2.618726132,0.685603974,4.588776114,5.553175053,-5.78684457,11.19398428,5.269170677,-2.576855076,-5.972201013,5.844773811,7.125757003,24.72218983,-42.4699043,-19.53948744,-8.797586938,12.61241889,-6.102884367,-12.05013866,-5.604125729,10.36627386,3.590626741,11.5257938,-2.608530713,-4.049194048,5.150267939,-2.547456914,5.246560305,-8.879813283,6.738692791,11.10893944,-21.1454009,3.665675776,-22.6985386,3.659278859,3.786750154,-5.201706363,-4.078012788,-1.04099441,-3.647331775,-7.635600053,1.33252063,-1.299209391,0.368122167,1.186210514,-1.669834929,-2.146932868,1
648,2011911,201191,25.83795418,893,15.14166667,29.95,22.51666667,1081,1,136,Western,Tropical moist deciduous forest,7840.75293,1003.866442,NA,0,1,1,0,0,11,1.646564539,0.685950413,5.189122143,3.184210526,0.471738377,0.289473684,0,5000,0,0,0,0,0,0,88,1.88016906,48,16,0.99,21.34090909,8.363636364,0.686580977,86.51713709,-24.50084808,52.36199433,-24.824084,-14.84191544,45.55666379,-23.19692018,21.01257064,41.26501921,-42.81708436,37.99587478,34.06669836,32.73835361,10.22219675,-1.209633427,-6.07589272,-1.252659613,9.879704772,10.34420247,39.78418428,-1.817258444,17.05017464,6.427060288,1.090664527,9.560014153,20.77028512,-33.03239391,-42.31849449,32.41174882,5.245138349,-8.521111141,2.052587156,-31.72902043,-23.51027624,27.13492887,82.31671586,38.20207411,4.807194839,-19.98969608,27.79660035,3.476921309,4.860199996,11.28095537,5.434486134,60.52443185,6.579132283,-28.36069516,12.17803928,-21.89263056,-10.37402173,1.200740198,3.673901504,-7.566888871,-10.08794189,0.50471081,-10.77157764,13.37385889,-39.48749889,10.19660818,6.277773997,-5.749218927,-3.459593704,-0.947640764,-15.84445329,2.78762668,-5.27192623,20.98167542,3.95262019,-26.92432402,8.463548872,17.44431681,-16.77027875,-10.73539437,-11.26643728,-3.48810827,-30.22077044,-5.906558746,1.661449026,-18.90887373,5.823188812,11.64517525,33.03636691,-14.42535914,-13.55647327,22.273782,5.618641367,16.44574775,10.82903122,7.922441346,8.6302986,1.728816697,-30.13124695,0.649042254,-7.510438373,-10.82337914,9.725786001,6.843297887,-3.8153644,10.09752995,8.694201062,2.36062145,22.58626652,-2.111206208,-11.59251953,-5.525754204,17.96616356,11.08057638,-38.82111299,-44.40137535,24.66801573,-10.08818172,-19.11256331,-6.885757637,-8.429415957,-0.620838358,-4.316348875,5.285915876,-17.59409647,7.431951294,-0.299065599,3.832806466,20.11389255,-2.040626951,-7.05007026,5.62540267,-9.135841077,8.740108737,-7.475407394,-0.22793939,-0.778669409,-6.866202059,1.865678235,-6.970839548,-6.013773943,-4.496839723,0.087494019,-11.31869723,1.307344052,6.627236169,2.25674759,17.36298896,5.287530668,0.698436737,-0.863854324,-2.786297574,-0.437818782,-1.734526619,-1.523838603,-3.633678214,1
649,2011912,201191,36.2146818,893,15.14166667,29.95,22.51666667,1081,1,136,Western,Tropical moist deciduous forest,7840.75293,1003.866442,NA,0,1,1,0,0,11,1.844931024,0.769668921,6.32766332,4.341576507,0.57524212,0.394688773,0,5000,0,0,0,0,0,0,106,1.45110504,36,17,0.9082,17.20754717,7.641509434,0.721688052,87.62281816,-24.3825516,52.05283056,-25.39391514,-14.75402496,41.65079377,-25.98417079,19.79849311,40.18132223,-40.79626217,37.11202718,32.41484915,31.94207848,13.67241145,-3.624764425,-8.626044957,-7.103877824,4.23041052,13.48074357,40.57538134,-1.366225625,17.31895172,14.43668498,1.087341021,10.82580323,22.75489556,-30.9720121,-46.22822199,37.71957364,6.501264326,-8.672497714,1.517506608,-29.05562962,-24.75129847,23.62898192,82.79812218,35.035416,4.973591374,-20.85470346,28.5203365,3.656999756,5.097654432,11.40724908,5.426040725,60.95678904,9.502470956,-28.32003728,11.66546011,-22.14339058,-5.255478868,-0.299370348,1.091669913,-3.957992759,-11.32718798,0.603693563,-19.12296415,12.17927372,-31.75467556,6.543461776,2.767910709,-12.50808433,-4.090444053,-0.644449863,-13.11886297,2.11609436,-3.587008373,19.13532112,2.862822381,-23.64894287,11.00083238,15.24799231,-12.24486588,-10.26964784,-5.654268238,-4.528998759,-35.65038405,-7.477569677,1.858190565,-23.30575018,6.812816731,11.35490083,31.57060863,-23.55356235,-2.41626587,27.2388389,5.138208664,12.22009755,6.528690476,15.83864936,3.537468314,1.493715296,-22.17258599,4.968028035,-3.912807977,-8.883818307,0.953887353,10.46868125,-3.147948158,8.478116126,6.171729449,1.845979464,14.95421226,-1.814937214,-14.88211232,0.556395405,32.0008801,19.96252355,-44.24201669,-45.83136336,9.627885162,-3.535794677,-13.87759548,-9.975851976,-15.65349493,-0.180069038,-5.838479802,-0.614661548,-11.48967394,-1.594794477,-1.573834732,2.305111771,11.30108142,-2.946737993,1.574714455,3.021907043,-3.801212432,2.117141889,-24.78002076,-2.167104539,1.200988814,-18.76118549,-5.692511753,-15.11735977,-8.898084428,-2.615762545,1.378841967,-10.0623081,0.500036664,2.580821183,0.97947278,15.01602954,4.726620102,-4.443750724,-7.159629112,0.056886524,0.891963537,0.612198561,-3.822772974,-10.60568917,1
