,ID.PLOT,ID.TRACT,BIO4,tprec,a.tmin,a.tmax,a.tmean,alt,Pop.pa,HHpop,Province,GEZ,pop.d,S.DistToRoad,Expo,Slope,RELIEF,TEXTURE,DRAINAGE,SOM,N0,H,Simp,N1,N2,E1,E2,X1e.05,X110020,X110030,X2e.05,X312000,X321000,X324000,X4e.05,Stem,BA.PLOT,dom.dbh.tree,dom.height.tree,dom.WD.tree,mean.DBH.plot,mean.H.plot,mean.wd.plot,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,FOREST
611,2011813,201181,32.7019235,932,13.225,27.76666667,20.46666667,1184,1,NA,Central,Tropical moist deciduous forest,20287.31641,4515.906657,251,5,1,3,0,0,9,1.615987359,0.729916898,5.032854708,3.702564103,0.559206079,0.411396011,0,0,5000,0,0,0,0,0,76,1.43563266,35,18,0.87,20.65789474,11.02631579,0.72008441,-10.88542898,19.54726105,2.430997973,54.95661045,-25.57464878,-13.3886953,6.517886779,-9.565051139,26.02040221,-50.49412093,27.85560084,-39.49748919,-66.51457611,61.51199103,-42.4364144,4.64390153,26.07067352,32.49910646,-19.56827825,7.042889246,1.192731536,0.453339995,14.42198522,0.084120693,2.6705741,0.10728085,-21.63292749,-9.510951691,1.484107922,1.027764152,12.1295159,27.21064024,-40.11182203,-30.46066378,-44.8396998,-25.43491492,-26.60910549,6.577554754,4.93768491,18.36497805,0.857475267,-15.35380988,-6.281308278,-7.519585585,22.13568236,-54.67519291,-24.93748994,8.491143226,24.46665104,4.834437954,-7.090984891,-0.742490669,6.134466837,-1.249849875,-0.797701227,3.978586253,0.379762474,-6.135713683,31.84462823,22.16947618,-7.027469476,2.55299007,-4.524440457,-19.97900917,-9.170681054,14.06173967,-21.33397172,-10.44266448,42.33381822,-2.569240438,-27.09015136,17.1884036,-6.292599167,-22.63056625,3.957044436,-2.116502781,1.324808316,4.452141924,-41.17487146,1.416903107,-13.08361291,-30.89930317,-30.32457937,-31.01737838,33.76555563,22.33585682,38.7589886,15.73084346,-9.740259963,2.640417632,0.183946476,-4.705269148,-32.38022581,-16.84677189,9.940903958,-4.36219582,-10.49224333,37.19623733,-13.02534951,-1.60537313,-5.766688565,-19.67869076,2.196251413,0.938455794,21.75626987,-6.125039891,-4.712625506,-0.679790146,-2.80143696,5.364745689,-1.998701491,15.99235366,0.671353644,0.473984372,18.09658703,6.693682734,-6.127371488,6.991034488,-34.97514161,-43.42781895,-4.975135205,-1.155998617,16.08324517,-36.61561094,1.512286829,-9.411832035,13.14541533,-10.00195462,1.636092556,-5.192862181,7.655997856,14.17133449,4.728978638,-0.391823633,17.42047024,4.504423641,8.610989233,1.783153597,1.396293503,0.847126993,16.16114866,1.769633122,0.446152523,1.994041246,-2.366389035,2.015244341,4.334806795,1.541775727,2.63864877,1
616,2011824,201182,8.733615734,943,13.63333333,27.76666667,20.675,1202,0,0,Central,Tropical dry forest,7282.888184,3499.44783,90,4,1,3,0,0,7,1.219203284,0.535555556,3.384490183,2.153110048,0.483498598,0.30758715,0,0,5000,0,0,0,0,0,60,1.76644314,38,12,0.8208,26.76666667,4.966666667,0.645090865,-20.99308948,22.19184864,20.31142784,37.999579,-31.66771276,-18.44760109,5.863482505,-16.03361595,26.06069389,-56.70443379,13.60848791,-62.77381855,-31.35077098,64.31358048,-26.06352633,17.50496007,45.09969402,28.17415971,-14.46517866,26.00349361,-9.770831923,12.06038019,42.09309126,2.903552245,-30.64721357,-62.69534897,3.661124595,-22.98466196,13.87857888,2.479579839,33.17319189,50.73532708,-50.08812385,-4.715289999,-25.00947313,-59.16294141,11.69636945,-2.180877633,25.97889537,-8.624508921,-2.829011121,4.804675597,18.21873787,-1.753312819,77.55510266,-13.2982305,-0.347763076,-3.832100044,4.326330088,22.76543947,1.612833587,-21.32062324,28.71299455,15.41749431,-1.599432285,27.34506618,-24.77871003,-0.435811919,38.80113319,22.89434978,-9.176328989,11.7144036,-11.40582141,-1.287319385,-8.444514119,4.679816665,-16.05901667,3.377750757,23.35388845,19.3429349,-14.23807688,0.936642237,18.47374889,4.267001162,3.388318886,-22.08209597,-8.698958247,1.444483444,5.25337306,-0.270422953,-4.042281305,-3.228905182,-8.108867697,-28.67358701,-6.164660339,-7.085515577,-14.9041202,-3.146917135,-16.75247162,-30.66598208,3.153607559,-9.747698133,-5.749585134,-1.407255026,-36.51176707,-10.16781991,10.2613602,-11.28024608,5.018858006,-8.99353756,6.238383423,-5.989379235,-0.118096365,0.438580175,-0.756423168,-0.395251346,-0.033506353,0.658779954,-14.18895009,-2.133799276,-1.129652219,-3.758806302,14.79316763,26.62164659,-28.40587742,-6.823022854,-12.7475978,-13.14695707,-22.1448428,-1.81578821,-1.624487598,-5.709563367,1.088714959,6.964126823,3.818902105,-4.564163537,2.772155873,2.205470618,1.565102979,-2.404429556,9.949154997,5.107824772,-11.35115475,-8.028227427,-6.886291998,-2.915810086,5.655679957,-1.009885409,-6.44501392,-3.490668731,-1.64672865,-0.63089042,-8.524497823,-7.877208376,2.554763969,-0.412169622,0.458178309,-0.142579116,-0.200617854,1
617,2011831,201183,115.7045621,922,13.76666667,27.35833333,20.53333333,1222,0,0,Central,Tropical moist deciduous forest,23446.87695,6228.927108,155,3,1,2,0,0,17,1.621506639,0.611288265,5.060709238,2.572600492,0.297688779,0.151329441,0,0,5000,0,0,0,0,0,224,7.29314586,62,22,0.99,27.24107143,14.08928571,0.69005625,-27.94426071,28.57082496,34.43388878,0.887719822,-32.95034612,-25.22319977,17.64472578,-16.01798541,22.98465008,-55.18013069,-6.828274792,-70.09530963,12.02379338,40.19815136,0.244207873,17.32016678,30.8768108,6.259299578,6.614919686,18.74289805,-35.6370897,7.40088673,26.93315614,2.925908021,-41.72381106,-76.21706326,5.785799394,-30.48807488,12.9282568,-2.967810018,8.17277717,16.17925634,-8.493382899,2.37056938,11.40958148,-38.27882552,21.9905809,0.685250824,11.52388594,1.82703097,1.738366542,25.19549711,19.83673108,-24.61367215,27.66427143,15.35927493,-4.398854457,5.356355608,-24.01635103,20.76680978,12.64587096,6.08841276,-13.05426497,12.79981554,1.837543879,13.09723955,-27.17558563,20.04628859,-7.585830339,8.827671736,23.93894515,-20.03319693,14.76747017,23.71465464,20.43161246,-14.33029711,10.10739276,4.882576997,-10.50190854,24.41193959,5.319854954,8.896324302,16.1731692,21.64724426,7.173587492,-5.487873053,-7.250733353,-2.952378775,14.67448353,27.90134919,25.84716589,48.25748901,37.76093291,-19.97119781,-2.548371111,-11.12771011,-19.15660504,-2.11079082,8.657079576,-34.16490563,-1.420798787,57.11458373,20.91337843,19.75683924,-1.585551998,13.09977387,1.773240471,17.64572259,5.060830305,35.06687062,-17.19314204,25.89270646,-11.41455293,1.368379554,0.201033125,2.213795037,7.753557237,-5.352212394,5.023327659,5.898732837,-4.019040866,-7.180319454,7.33468124,9.924027023,-28.91145836,-13.16578859,8.676293687,-13.81827196,19.09750612,-14.90179915,-5.85273485,10.14556504,-4.063430503,20.25552732,-6.147988995,26.89660101,-31.09854441,-2.528802191,-17.465066,23.97508271,5.335793959,-9.289867637,8.711363339,8.561989017,-6.796235511,-6.144873341,-16.40128289,1.154517959,11.21010927,4.381011955,-12.76038297,-7.212983451,4.919617661,1.299914837,-0.28866911,1.623173193,-1.525658449,2.261519716,-2.400637678,1
618,2011832,201183,90.6000218,922,13.76666667,27.35833333,20.53333333,1222,0,0,Central,Tropical moist deciduous forest,23446.87695,6228.927108,98,1,1,2,0,2,16,2.155603527,0.842597513,8.633098918,6.35313977,0.539568682,0.397071236,0,0,5000,0,0,0,0,0,194,6.35671344,51,21,0.7813,27.29896907,12.29896907,0.660496108,-27.91011618,28.79153225,34.58318266,-2.65961974,-32.33657348,-25.31038664,18.70733103,-16.33729004,22.6612361,-55.65297082,-7.813857354,-71.12018918,13.12130846,38.85227125,1.637972549,17.5998714,30.06719426,5.555569646,9.416334094,18.32478722,-37.5791939,7.917817128,26.51133469,3.159368452,-44.78194982,-81.4690298,3.785374034,-31.48767269,14.05238364,-3.068959855,7.882463794,15.49333222,-5.55581941,-1.013485601,13.48954884,-38.94327713,22.45142722,2.406009418,12.37641359,4.704636104,2.070354505,25.47217136,21.43658027,-31.44738308,27.69660824,10.80669604,-2.894508092,4.95954663,-29.84421752,25.8391768,13.56856978,2.763559213,-14.19183948,11.84068602,1.698839971,19.74155019,-27.06023023,19.96386837,-10.19933175,2.290210474,20.76345115,-19.26609499,16.51233524,31.59940867,21.33742309,-17.31005512,2.579774099,6.580487802,-9.610606054,19.76694491,10.11256469,0.524932192,9.402767677,23.16714484,2.427818393,1.058826934,-11.48587782,-2.436586651,10.77992553,24.26141079,23.38480684,47.12158687,22.02851193,-29.06241214,1.660875255,-9.448322263,-16.95249212,-0.780008723,-0.612796617,-39.68390073,-0.337876145,47.3854528,12.88395117,15.0188659,-7.546297576,8.16304065,0.146477789,18.44234069,1.711472384,25.93505131,-13.91852756,16.33558967,-8.75062675,1.045764678,0.857614476,2.183972694,6.272453997,-2.944846737,4.489069256,6.179973613,-3.493067882,-0.891617164,2.175554437,1.148784462,-5.541027323,-4.933026864,10.8620488,0.073724574,16.53009344,-21.68102722,-2.865365583,15.13267907,-2.094970122,3.83010417,-10.23670768,26.71313799,-26.89197188,-6.355546833,-16.06218472,20.70592664,17.21806221,-9.538759076,3.585776002,7.648436837,-3.44513968,3.440461811,-11.12808145,-4.208516177,-10.82877878,-5.167695366,-3.36064626,-12.55061434,-10.27185299,7.602667255,6.019357066,-6.018879749,-10.85709783,-3.43174057,-6.557920506,1
619,2011833,201183,89.0047316,922,13.76666667,27.35833333,20.53333333,1222,0,0,Central,Tropical moist deciduous forest,23446.87695,6228.927108,180,2,1,2,0,1,23,2.286050275,0.820673832,9.836011318,5.576430976,0.427652666,0.242453521,0,0,5000,0,0,0,0,0,182,6.0024195,72,22,0.9082,26.8021978,12.03296703,0.672521167,-29.40729461,30.49933732,36.83770425,-5.349761203,-33.66722129,-26.73898635,20.35820167,-16.61554972,23.05008056,-56.18934088,-8.987531522,-71.68726679,15.88900012,36.92087832,3.290331459,16.63507926,28.16959314,4.719114138,11.68934471,17.97314951,-37.55536813,7.071990573,24.15817187,2.941310416,-43.34647608,-78.42475419,3.88364368,-28.50918637,15.12742862,-2.971634131,5.113847016,11.12723099,-2.965842988,-0.303332958,15.15720059,-34.91583623,22.19612998,1.380464423,10.16280973,5.734248658,2.580670724,25.44815861,18.04502858,-32.64581767,18.42869663,15.04248881,-7.052399622,7.792710165,-28.20448414,18.66471169,10.37646858,7.800489075,-18.76220327,9.778571112,2.093242042,11.63920708,-27.48160193,21.46290024,-12.87163981,7.003456442,25.18953389,-21.10318211,15.90597202,25.37098378,22.27322169,-15.93324819,10.05307953,5.013639238,-9.260910083,20.86799728,4.662821998,9.341327316,11.02057558,16.57433344,6.671629006,-0.332241803,-9.411215198,-2.440917802,9.203575794,28.71578716,24.14597975,43.10208706,32.32171089,-23.936883,5.888638283,-5.760319618,-10.76925777,0.27681086,10.40052425,-35.4105321,-1.238284358,56.48167137,14.31620731,15.58570057,-10.51933775,3.481450769,-2.319844058,26.84563107,2.159527767,38.02614095,-20.04311892,23.60489286,-11.77974735,0.875625125,3.892857935,-5.085039341,4.724679723,3.460295522,-5.41181423,5.023078882,-4.764582355,0.276708256,5.04105007,4.150494018,-15.70912309,-15.10827683,7.606452643,-6.649185854,15.71507731,-32.78557792,-11.73058591,6.126145398,4.303470032,10.74534937,0.132110608,18.59071827,-24.62310418,-6.225546236,-17.61647217,23.09038513,11.17436362,-1.676318151,5.72226816,4.326832541,3.722274057,-7.862403511,-5.715244205,4.548384618,8.436917383,2.849580995,-7.006020183,-6.121666196,-5.5437744,-1.801307923,9.607162347,-4.104127992,0.090423835,-4.503144925,-5.47003057,1
620,2011834,201183,98.27601182,922,13.76666667,27.35833333,20.53333333,1222,0,0,Central,Tropical moist deciduous forest,23446.87695,6228.927108,132,4,1,2,0,0,21,2.460269713,0.85619057,11.70796891,6.953646898,0.557522329,0.331126043,0,0,5000,0,0,0,0,0,202,5.79750864,52,20,0.85,25.14851485,12.57425743,0.702207554,-28.11809264,28.73737346,35.14386493,-2.963758343,-32.38387215,-25.80487171,19.1250058,-14.8204661,22.5346601,-54.8109033,-9.615854707,-70.46250673,17.21323126,37.53850179,3.101260411,17.6932444,28.82288189,1.354485981,6.415892169,15.30078515,-40.44025068,5.547321078,23.92334594,2.799380848,-41.45131303,-74.58253656,3.279705562,-34.92332792,9.21885731,-4.510971296,1.696226848,11.29243331,-5.331804948,0.453092358,13.90108001,-36.02848041,17.45640414,3.991301462,11.90162423,4.022020369,2.35618623,28.39514641,21.25824198,-28.19116674,24.11412724,13.51909868,-6.730338242,6.836726426,-24.22998534,26.76431931,16.80263781,11.11043762,-17.93768345,16.00336161,2.270220058,14.7410184,-25.50801643,18.66442898,-8.509105427,7.284984233,22.76298725,-28.57349063,21.40151603,28.4461176,23.4005672,-11.77378322,3.511995373,-1.707495551,-7.472157345,21.55432341,9.16163043,3.733088864,16.69168126,25.97748737,7.301146049,-2.557951749,-7.372749614,-2.971926915,7.466795661,29.37839215,25.06511269,45.79481663,29.19685874,-26.08848439,1.823577131,-8.824822835,-13.58629271,2.135732408,2.310695288,-35.38461768,-0.88730333,51.07116067,13.65846372,15.27969558,-3.417599189,15.00586832,2.232176657,23.89930886,4.592459235,36.92318358,-18.39206844,25.83119192,-11.50781441,4.034097503,5.764491576,0.112049766,6.658616676,-7.493608954,7.113656616,-4.459320994,0.803720558,-0.836584366,6.688768759,7.180846205,-20.16341409,-10.05060227,7.794741164,-7.568883809,11.84937968,-26.63008295,-7.381900365,11.54407097,-0.590849411,6.809266689,-6.627152978,24.875827,-26.37755385,-6.476181409,-18.67816031,25.52355397,15.44964844,2.860335385,10.85948491,8.483890951,-10.13206417,-4.867462845,-23.15799603,1.568538197,-1.622735133,-1.189957966,3.846076714,8.15581807,-1.651127908,11.65374044,9.281943111,-11.83095333,1.901302241,-6.548555426,11.80289636,1
622,2011842,201184,31.29397264,887,14.21666667,27.35,20.75,1157,0,0,Central,Tropical dry forest,14302.16406,182.3893691,250,1,1,3,0,0,6,1.571436864,0.763376932,4.813559657,4.226130653,0.802259943,0.704355109,0,0,5000,0,0,0,0,0,58,2.64318516,74,22,0.795,27.72413793,6.724137931,0.691244828,-38.98979638,38.45366515,54.04146281,-25.22110218,-39.68321763,-39.88175539,35.5028542,0.026553677,24.61814059,-52.3513121,-32.20117915,-70.87151802,59.16943091,20.1895036,19.44463793,10.76337619,7.464064164,-23.98222974,3.402784943,-5.016718048,-71.10413127,-13.83584464,-8.440506119,-0.516876372,-13.31080505,-16.64014387,5.285314349,-42.34742182,-8.421598527,-10.76341802,-34.03724823,-24.9529319,9.919249543,14.82170326,16.89436568,-12.30603256,6.595787048,-3.696170515,-13.04542932,7.370781069,6.307914908,38.69152235,6.056186863,-18.86607549,-25.10894872,32.22040946,-36.75450392,23.51730609,-7.362188445,-1.543599445,15.08132381,47.20288946,-40.99391817,10.45960058,4.89187612,-24.52556024,-24.94773715,28.66008278,-13.2192483,29.18318471,43.95240671,-37.50504058,20.05195376,5.331258455,25.36974191,-6.628192698,25.42077562,-5.609606427,-5.457176138,25.8390124,-8.305244224,30.64549151,16.16715154,8.453914701,14.20291279,-7.027685474,3.992057953,-2.37704732,-0.036000885,25.18753878,18.46262939,27.1073828,25.29488309,-11.27517451,4.421253904,0.854792864,1.156284458,1.666156145,7.360432797,-4.518786985,-1.74442638,26.35900435,1.394666586,3.493053402,12.70355552,6.760218962,-4.551991242,11.53223548,-2.146464571,6.394005375,-4.045264843,1.362550282,-0.221929424,-0.150823786,2.346750487,4.414742705,0.268657116,-4.406502446,10.8467681,7.40331865,-0.786215607,2.993673014,-7.381049436,-10.94970263,20.35101708,12.51906649,1.279958747,9.468584599,-8.010007712,10.21158374,8.039911217,-1.954825923,-0.817157936,-14.10952345,-3.251247956,-11.61008586,19.07428741,-0.506462677,15.52104655,-22.38255199,-7.605299973,-1.091470842,-1.571803472,-4.195028942,5.347840433,11.73062736,10.59771331,-5.924144348,-6.390891208,-1.915289164,10.90385166,1.282644676,9.978829319,0.025111594,-19.88890193,13.29377857,1.703893562,11.43146263,3.311158485,1
624,2011844,201184,17.94710467,887,14.21666667,27.35,20.75,1157,0,0,Central,Tropical dry forest,14302.16406,182.3893691,213,1,1,3,0,0,6,1.154326695,0.611328125,3.17188705,2.572864322,0.528647842,0.42881072,0,0,5000,0,0,0,0,0,64,1.5971109,46,12,0.992,23.03125,5.125,0.693028125,-38.2162426,37.22213187,53.38685028,-24.52370804,-38.61652956,-39.85391,35.59587742,3.295217838,24.13984733,-50.17010271,-33.89133485,-68.44864606,61.32972372,19.44365594,19.29885872,10.19166667,5.572765192,-26.60699443,-0.736121731,-8.767712135,-75.14138433,-16.68940736,-12.10336164,-1.011377642,-7.461681005,-5.327351278,5.672132809,-46.89559519,-13.99939255,-11.86070117,-37.53081143,-25.91749912,7.053253427,17.52287848,12.8242522,-13.22069635,3.032331218,-5.206851431,-16.92007166,5.226465098,6.304519692,40.31992769,6.398321101,-11.27563919,-22.03256757,29.38332713,-40.81330595,24.13835136,-1.067065402,0.72095785,18.0244829,49.78526166,-37.11040587,13.97267906,4.643076036,-23.52630978,-21.18954679,28.56907123,-6.256247455,31.75285655,40.72237472,-35.43135074,17.12249658,4.059476909,20.8945735,-2.085731377,23.53966921,-6.237738536,-2.800732315,28.09706323,-11.48202194,31.22214923,23.69276616,9.463333469,15.09730249,-11.22989838,2.450785003,-1.683123089,-2.450703785,23.71930795,17.97236882,28.5930767,30.48230916,-14.51382937,3.710612097,-0.173586915,2.307163213,3.840314212,4.190100511,-6.460749538,-0.987292571,21.05531223,0.519025747,3.932400515,6.888003091,-0.784196284,-4.14111361,6.275348674,-4.398460894,-0.686951625,-1.455895613,-4.508552402,0.446379582,-0.634033925,1.890702447,4.022599031,0.573943453,-5.007898721,7.618615659,-1.265851708,0.970321379,1.973924489,-2.255163227,-2.323286419,6.960704284,6.365392963,-1.818858677,3.646695983,-6.119420223,8.417593696,7.314777635,5.336658504,1.174368934,-22.95702926,-0.003066088,-14.07906955,19.59254443,0.243868484,10.88551525,-16.33809165,1.261427282,-8.997063725,-12.03292176,-12.12384529,8.40132954,8.488518101,18.54124298,-1.537427245,-18.25675096,-8.047693804,6.4369835,-0.609017598,-9.493636224,-0.361550989,3.47366398,-1.042788053,-0.163094894,0.023039415,-3.341629367,1
629,2011861,201186,45.66975557,793,15.85,29.3,22.55833333,771,0,0,Lusaka,Tropical dry forest,29446.02148,30114.69885,270,14,2,7,1,1,7,1.152373213,0.535339962,3.165696876,2.152111047,0.452242411,0.307444435,0,0,5000,0,0,0,0,0,122,2.59606116,46,15,0.992,21.50819672,10.39344262,0.691431148,-28.37365172,22.73096493,42.67841996,-26.90844191,-16.4536718,-35.93994007,38.75703673,57.43073248,10.7728594,9.860497113,-31.17464585,10.28229002,24.87079037,6.48786857,-12.9228159,-18.92768874,-23.7696191,-0.052240273,-33.52457021,-15.67969338,-59.65709141,-18.351367,-26.99527344,-3.544304372,32.35648077,63.66754258,15.08953715,-29.38511774,-20.9255762,-7.326733047,52.77813978,29.19145512,11.2486231,4.371901462,-18.94754144,-10.01719934,13.57989388,-3.861935695,-46.00040747,-2.436621934,-6.340207289,-36.0311225,5.641052984,37.89105036,31.26408321,-54.43171216,50.9822332,-24.70859459,-24.73266363,-3.537656544,-25.59406521,-59.0494833,26.23790328,-20.88287865,-5.892861285,30.35160828,16.08632619,-9.851548848,-23.18272705,-26.90670454,-8.903448564,23.70507975,-6.911735168,4.20257911,5.657998396,-16.73548238,17.73646344,11.3869878,-6.02048709,-2.782908836,-0.794334837,13.36105799,-20.33377963,-15.87839439,6.481081134,7.52628431,0.232989066,-1.697570976,15.11257301,24.51792977,7.290998658,-3.353327654,-1.747561204,-11.4308968,6.061259267,1.277561553,-14.5876099,-11.68133301,13.61477798,-24.76404107,-1.934066076,37.74141877,0.313901902,-1.065317334,-10.73473899,21.98471037,5.600878549,22.88238997,14.82416506,32.1169492,-9.766902541,24.62356483,-4.568642635,3.042622704,3.41926799,6.812058178,-0.68085609,-5.283550219,12.61179977,27.64319912,-4.956226663,-3.286193356,-4.812326524,-4.766402054,28.19318381,18.64117995,-7.369749647,7.679103708,-36.34979504,21.74441336,12.64582635,-16.38115858,-8.571794124,7.018228306,-13.9386048,-0.105973454,12.594519,1.687957629,18.90277679,-26.20764359,-1.62345865,7.439232533,6.179377655,-9.516504026,-7.786890305,-0.205028028,-5.612733467,-1.752383813,-1.31046455,-1.889828898,-1.707983799,-0.039315709,4.897212743,12.94175945,6.580451187,-7.375314733,10.05721287,-9.34587369,4.265048992,1
630,2011862,201186,43.1085262,793,15.85,29.3,22.55833333,771,0,0,Lusaka,Tropical dry forest,29446.02148,30114.69885,270,13,2,7,1,1,14,1.807218006,0.703433923,6.09347183,3.371929825,0.435247988,0.24085213,0,0,5000,0,0,0,0,0,124,2.6452272,52,16,0.992,20.83870968,9.193548387,0.685522581,-29.63628764,24.23026188,44.52519893,-28.94616122,-17.49881657,-37.18003933,40.25667846,57.55464447,11.1415273,10.01322625,-30.95755199,11.07533282,23.96243674,5.448352886,-13.18963162,-20.61429931,-25.11602481,2.549473648,-30.39167039,-13.69723691,-55.36039316,-17.59967789,-27.2834929,-3.588070606,32.87295106,63.4077665,15.29690625,-20.78578476,-14.48438213,-5.186357902,55.37713684,29.90314187,10.1852409,2.971370282,-20.00543376,-9.224742975,17.68019783,-5.912757611,-41.36777523,-0.357032925,-6.109266059,-39.06217821,1.781701351,30.06447807,28.20995995,-49.48053183,49.92972191,-23.34082331,-26.84978605,-11.59103527,-31.05491369,-60.93538035,23.6523174,-26.35719597,-5.251145889,24.79924474,4.529742859,-7.39279528,-22.62880011,-19.99429129,-2.805876053,24.58534099,-7.922369265,-0.789701327,8.686080524,-21.85882748,18.49189414,14.28087222,-3.360883071,-0.407798911,-3.053542241,15.72327553,-27.00687163,-17.8726378,5.37197401,5.87452571,1.910795547,-2.348757849,19.23346335,22.67899738,5.489477553,-7.711380601,-14.73918296,-13.05063354,3.236867878,1.080509006,-19.24958878,-15.31570754,10.50108201,-26.58387969,-1.929010842,36.78813324,-0.959323252,-2.830104047,-11.00556115,28.00844073,7.523363171,23.62227983,17.97687776,34.82269808,-10.03503842,27.34404254,-4.700009549,3.421490859,3.393412113,5.876964423,-0.912775718,-2.976496855,9.452933556,33.45843546,-6.46730631,-3.411118887,-5.443144986,-6.102878275,28.51652302,20.36979398,-6.021093633,8.423498638,-38.75780689,17.35136182,8.022474398,-26.21034201,-9.248021031,24.96284677,-11.43266064,1.589224247,7.789919878,0.174993775,17.83637807,-23.57731113,-2.350428467,21.93409467,9.233029369,0.932198831,-19.34857078,1.462809944,-13.43308149,-7.358618379,-4.966956948,-2.137225152,6.167841783,11.44348722,5.775192017,4.181765638,-5.53843006,-3.936649456,-0.430166228,-5.34463603,7.429003963,1
631,2011863,201186,12.81239535,793,15.85,29.3,22.55833333,771,0,0,Lusaka,Tropical dry forest,29446.02148,30114.69885,353,15,3,7,1,0,9,2.098147389,0.863905325,8.151055183,7.347826087,0.905672798,0.816425121,4000,0,1000,0,0,0,0,0,26,0.65706564,46,14,0.992,22.46153846,8.692307692,0.718766383,-28.74497994,22.78733673,43.29777148,-27.71155115,-15.48237197,-36.59446237,39.87960257,61.69622177,10.28021346,14.32061453,-29.67875364,15.9474287,20.09760956,6.692937349,-16.17182505,-20.9716704,-24.12535063,3.710809092,-34.74217323,-12.9855118,-54.85955583,-16.29344031,-24.10852976,-3.340003075,29.9335104,58.35822492,15.04759567,-25.55850111,-17.30122823,-6.623577728,59.69196303,32.74916294,12.88407657,1.049838637,-15.9539431,-9.35683526,15.26251867,-0.855920009,-41.60779463,-1.147225785,-6.729959281,-38.16115271,5.834007917,31.90373368,30.0103838,-51.15441352,54.47827755,-24.75600166,-28.75835405,-5.468427135,-28.05594435,-58.16424313,20.22465836,-21.8957396,-5.249709451,26.32850872,10.02048572,-9.250214279,-27.78012884,-22.8859092,-1.776445949,15.86561803,-1.52444418,1.783918769,11.7773077,-18.48285299,21.4641304,8.373415204,-5.501572299,0.349586271,-1.656620993,19.69925927,-22.55438645,-15.85052843,8.947481116,5.197672241,7.989703712,-2.126047205,14.30059917,26.20030606,6.754497084,-7.105347598,-0.718260399,-13.09127002,6.945561927,1.325203568,-15.1004772,-12.31117456,21.63208122,-27.3405627,-1.43099813,40.47331666,-8.903135198,-3.328710396,-18.10447096,29.10694766,9.709442535,21.74683419,18.3058908,29.15051737,-6.698737358,22.19019144,-5.912911143,3.431447499,2.904122017,5.632145862,-2.124447348,-3.036374845,8.395585322,27.45051216,-5.102941872,-1.413458708,-6.504078766,-7.171022061,18.84912531,31.00541756,0.678202336,10.28219497,-38.16214098,18.79962761,14.90540826,-15.83007106,-12.01290476,9.962687968,-18.62275658,2.893937445,12.00405351,-1.986691535,21.73169588,-30.81433773,2.892091902,7.295417534,1.97563643,-2.49223192,-10.68443089,14.33532832,-3.070657599,-13.43811358,-12.27680587,-5.064262022,7.816597318,-7.076234115,5.089752254,-1.177656373,-19.39778904,12.79048064,-1.192093025,11.96448284,0.411929021,1
