,ID.PLOT,ID.LUS,BIO4,X80.LandUse,X82.Designation,X83.LandTenure,X85.FireOccurrence,X86c.FireAreaM2,X87.FireType,X88.ExpectedFutureTrees,X92.TreeCanopyCoverage,N0,H,Simp,N1,N2,E1,E2,tprec,a.tmin,a.tmax,a.tmean,alt,Pop.pa,HHpop,Province,GEZ,pop.d,S.DistToRoad,Expo,Slope,RELIEF,TEXTURE,DRAINAGE,SOM,FOREST
339,2010701,201070101,0,400010,6,6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
340,2010702,201070201,0,400010,6,6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
341,2010703,201070301,0,400010,6,6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
342,2010704,201070401,0,400010,6,6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
343,2010721,201072101,4.511904907,110010,90,1,2,3800,2,1,2,4,1.220607265,0.66,3.389245277,2.941176471,0.847311319,0.735294118,1032,13.71666667,25.43333333,19.54166667,1386,0,0,Northern,Tropical moist deciduous forest,18769.37109,9525.723351,2,3,3,7,0,1,0
344,2010722,201072201,4.144230315,210000,7,1,2,5000,2,1,2,13,2.266469442,0.867283951,9.64528738,7.534883721,0.741945183,0.57960644,1032,13.71666667,25.43333333,19.54166667,1386,0,0,Northern,Tropical moist deciduous forest,18769.37109,9525.723351,2,2,2,3,0,1,0
346,2010724,201072401,13.24016582,210000,7,1,2,5000,2,1,2,17,2.40441708,0.871111111,11.07197433,7.75862069,0.651292607,0.456389452,1032,13.71666667,25.43333333,19.54166667,1386,0,0,Northern,Tropical moist deciduous forest,18769.37109,9525.723351,NA,6,2,3,0,0,0
351,2010751,201075101,13.01179397,110030,7,6,2,4400,2,1,3,10,2.025587127,0.839319471,7.580560389,6.223529412,0.758056039,0.622352941,901,14.5,26.98333333,20.70833333,1116,1,342,Eastern,Tropical moist deciduous forest,12455.98926,3334.487975,180,2,1,2,0,1,0
352,2010751,201075102,0,321000,6,6,1,600,0,3,0,0,0,0,0,0,0,0,901,14.5,26.98333333,20.70833333,1116,1,342,Eastern,Tropical moist deciduous forest,12455.98926,3334.487975,180,2,1,2,0,1,0
353,2010752,201075201,5.934627639,321000,7,6,2,1400,2,NA,0,7,1.679204332,0.764444444,5.361288466,4.245283019,0.765898352,0.606469003,901,14.5,26.98333333,20.70833333,1116,1,342,Eastern,Tropical moist deciduous forest,12455.98926,3334.487975,180,2,1,3,0,2,0
354,2010752,201075202,0,110030,7,6,2,3600,2,1,3,0,0,0,0,0,0,0,901,14.5,26.98333333,20.70833333,1116,1,342,Eastern,Tropical moist deciduous forest,12455.98926,3334.487975,180,2,1,3,0,2,0
356,2010754,201075401,7.679406678,313000,7,6,1,0,0,2,0,10,2.187032907,0.87654321,8.908740797,8.1,0.89087408,0.81,901,14.5,26.98333333,20.70833333,1116,1,342,Eastern,Tropical moist deciduous forest,12455.98926,3334.487975,90,2,1,3,3,2,0
357,2010754,201075402,0,110030,7,6,1,0,0,1,3,0,0,0,0,0,0,0,901,14.5,26.98333333,20.70833333,1116,1,342,Eastern,Tropical moist deciduous forest,12455.98926,3334.487975,90,2,1,3,3,2,0
372,2010813,201081302,57.69576292,110030,6,6,3,1000,2,3,3,22,2.848469727,0.9296875,17.26134704,14.22222222,0.784606684,0.646464646,1245,12.33333333,27.35833333,19.81666667,1238,1,250,North-Western,Tropical moist deciduous forest,3541.647461,1691.946001,50,6,3,4,1,3,0
373,2010813,201081301,0,324000,7,1,3,1000,2,3,1,0,0,0,0,0,0,0,1245,12.33333333,27.35833333,19.81666667,1238,1,250,North-Western,Tropical moist deciduous forest,3541.647461,1691.946001,50,6,3,4,1,3,0
378,2010831,201083101,0,230000,99,6,3,2300,2,2,0,0,0,0,0,0,0,0,1276,12.05,27.19166667,19.60833333,1314,0,0,Copperbelt,Tropical moist deciduous forest,22317.07617,1141.621126,180,4,4,5,1,0,0
379,2010831,201083102,4.347149514,324000,99,6,3,1500,2,2,1,5,0.994353692,0.469387755,2.70297682,1.884615385,0.540595364,0.376923077,1276,12.05,27.19166667,19.60833333,1314,0,0,Copperbelt,Tropical moist deciduous forest,22317.07617,1141.621126,180,4,4,5,1,0,0
380,2010831,201083103,13.72304955,110030,99,6,3,420,2,2,2,1,0,0,1,1,1,1,1276,12.05,27.19166667,19.60833333,1314,0,0,Copperbelt,Tropical moist deciduous forest,22317.07617,1141.621126,180,4,4,5,1,0,0
381,2010832,201083201,0,324000,90,90,3,2460,2,NA,NA,0,0,0,0,0,0,0,1276,12.05,27.19166667,19.60833333,1314,0,0,Copperbelt,Tropical moist deciduous forest,22317.07617,1141.621126,180,3,4,5,1,0,0
382,2010832,201083202,1.510432969,110030,90,6,3,420,2,2,2,2,0.500402424,0.32,1.649384888,1.470588235,0.824692444,0.735294118,1276,12.05,27.19166667,19.60833333,1314,0,0,Copperbelt,Tropical moist deciduous forest,22317.07617,1141.621126,180,3,4,5,1,0,0
383,2010832,201083203,0,324000,90,90,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1276,12.05,27.19166667,19.60833333,1314,0,0,Copperbelt,Tropical moist deciduous forest,22317.07617,1141.621126,180,3,4,5,1,0,0
384,2010833,201083303,0,230000,90,90,3,1200,2,2,0,0,0,0,0,0,0,0,1276,12.05,27.19166667,19.60833333,1314,0,0,Copperbelt,Tropical moist deciduous forest,22317.07617,1141.621126,200,3.5,4,5,1,0,0
385,2010833,201083301,1.91450258,230000,90,6,3,3000,2,2,0,5,1.468139939,0.743801653,4.341152818,3.903225806,0.868230564,0.780645161,1276,12.05,27.19166667,19.60833333,1314,0,0,Copperbelt,Tropical moist deciduous forest,22317.07617,1141.621126,200,3.5,4,5,1,0,0
386,2010833,201083302,0,110030,90,6,3,800,2,2,1,0,0,0,0,0,0,0,1276,12.05,27.19166667,19.60833333,1314,0,0,Copperbelt,Tropical moist deciduous forest,22317.07617,1141.621126,200,3.5,4,5,1,0,0
387,2010834,201083401,0,321000,90,6,3,1440,2,NA,0,0,0,0,0,0,0,0,1276,12.05,27.19166667,19.60833333,1314,0,0,Copperbelt,Tropical moist deciduous forest,22317.07617,1141.621126,322.5,4.5,4,5,1,0,0
388,2010834,201083402,0,230000,90,6,3,3560,2,NA,0,0,0,0,0,0,0,0,1276,12.05,27.19166667,19.60833333,1314,0,0,Copperbelt,Tropical moist deciduous forest,22317.07617,1141.621126,322.5,4.5,4,5,1,0,0
389,2010841,201084101,43.97370462,110030,99,1,3,2400,2,3,3,10,1.92327129,0.7904,6.843308336,4.770992366,0.684330834,0.477099237,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,360,5,2,3,1,0,0
390,2010841,201084102,4.257723774,324000,99,1,3,2600,2,2,1,9,1.907283999,0.8125,6.73477229,5.333333333,0.748308032,0.592592593,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,360,5,2,3,1,0,0
391,2010842,201084201,0,324000,7,1,2,440,2,1,3,0,0,0,0,0,0,0,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,183,5,4,3,1,0,0
392,2010842,201084202,11.6569693,110030,90,1,3,440,2,2,3,11,2.313153679,0.892733564,10.10624631,9.322580645,0.918749664,0.847507331,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,183,5,4,3,1,0,0
393,2010842,201084203,0,324000,90,1,3,25,2,2,1,0,0,0,0,0,0,0,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,183,5,4,3,1,0,0
394,2010842,201084204,0,324000,90,1,3,1240,2,2,1,0,0,0,0,0,0,0,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,183,5,4,3,1,0,0
395,2010842,201084205,0,321000,90,1,3,360,2,2,0,0,0,0,0,0,0,0,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,183,5,4,3,1,0,0
396,2010843,201084302,13.95611113,110030,7,1,3,500,2,3,3,7,1.893788232,0.842975207,6.644491944,6.368421053,0.949213135,0.909774436,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,NA,NA,1,1,0,0,0
397,2010843,201084301,12.11551941,324000,7,1,3,4500,2,2,1,14,2.483974003,0.905612245,11.98881345,10.59459459,0.856343818,0.756756757,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,NA,NA,1,1,0,0,0
398,2010844,201084403,0,110030,7,1,2,500,2,3,3,0,0,0,0,0,0,0,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,NA,NA,1,1,0,0,0
399,2010844,201084402,0,324000,7,1,3,500,2,2,1,0,0,0,0,0,0,0,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,NA,NA,1,1,0,0,0
400,2010844,201084401,53.50712819,110030,7,1,3,1760,2,3,3,13,2.47635402,0.909090909,11.89780608,11,0.915215852,0.846153846,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,NA,NA,1,1,0,0,0
401,2010844,201084404,0,230000,7,1,3,1000,2,2,1,0,0,0,0,0,0,0,1264,12,27.70833333,19.83333333,1271,0,0,Copperbelt,Tropical moist deciduous forest,15567.46582,13318.3102,NA,NA,1,1,0,0,0
405,2010864,201086401,4.179279467,230000,90,6,3,5000,2,3,1,3,0.955131195,0.587257618,2.599011539,2.422818792,0.86633718,0.807606264,1096,13.99166667,26.44166667,20.19166667,1250,1,NA,Central,Tropical moist deciduous forest,15207.72754,66.5443227,0,1,1,6,3,1,0
406,2010871,201087101,16.38248946,210000,6,4,3,5000,2,2,1,16,2.287057527,0.854912764,9.845923647,6.892405063,0.615370228,0.430775316,1063,13.19166667,25.21666667,19.175,1458,0,0,Northern,Tropical moist deciduous forest,15913.27148,3812.950775,1,3,1,4,0,1,0
407,2010872,201087201,27.91577855,110020,6,6,3,1840,2,2,3,14,2.411619441,0.897238569,11.15200654,9.731277533,0.796571896,0.695091252,1063,13.19166667,25.21666667,19.175,1458,0,0,Northern,Tropical moist deciduous forest,15913.27148,3812.950775,1,3,2,4,1,0,0
408,2010872,201087202,0,324000,90,1,3,3160,2,2,1,0,0,0,0,0,0,0,1063,13.19166667,25.21666667,19.175,1458,0,0,Northern,Tropical moist deciduous forest,15913.27148,3812.950775,1,3,2,4,1,0,0
409,2010873,201087301,39.91504525,210000,6,4,3,1600,2,2,1,12,2.179511947,0.858710562,8.841989848,7.077669903,0.736832487,0.589805825,1063,13.19166667,25.21666667,19.175,1458,0,0,Northern,Tropical moist deciduous forest,15913.27148,3812.950775,1,3,1,4,0,0,0
410,2010873,201087302,0,110020,90,90,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1063,13.19166667,25.21666667,19.175,1458,0,0,Northern,Tropical moist deciduous forest,15913.27148,3812.950775,1,3,1,4,0,0,0
411,2010873,201087303,0,312000,90,90,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1063,13.19166667,25.21666667,19.175,1458,0,0,Northern,Tropical moist deciduous forest,15913.27148,3812.950775,1,3,1,4,0,0,0
412,2010874,201087402,0,321000,7,90,NA,NA,NA,2,0,0,0,0,0,0,0,0,1063,13.19166667,25.21666667,19.175,1458,0,0,Northern,Tropical moist deciduous forest,15913.27148,3812.950775,1,3,1,4,0,1,0
413,2010874,201087401,7.621680204,210000,6,4,3,4000,2,2,0,12,1.764735481,0.753472222,5.840027356,4.056338028,0.486668946,0.338028169,1063,13.19166667,25.21666667,19.175,1458,0,0,Northern,Tropical moist deciduous forest,15913.27148,3812.950775,1,3,1,4,0,1,0
422,2010911,201091101,4.419666404,110030,7,6,1,0,0,2,3,2,0.529706199,0.345679012,1.698433234,1.528301887,0.849216617,0.764150943,872,14.3,26.86666667,20.575,1124,0,0,Eastern,Tropical moist deciduous forest,4151.519531,5172.731856,270,2,1,3,0,2,0
423,2010911,201091102,0,321000,90,6,1,0,0,2,0,0,0,0,0,0,0,0,872,14.3,26.86666667,20.575,1124,0,0,Eastern,Tropical moist deciduous forest,4151.519531,5172.731856,270,2,1,3,0,2,0
424,2010911,201091103,0,110030,7,6,1,0,0,2,3,0,0,0,0,0,0,0,872,14.3,26.86666667,20.575,1124,0,0,Eastern,Tropical moist deciduous forest,4151.519531,5172.731856,270,2,1,3,0,2,0
425,2010912,201091202,0,110030,7,6,1,0,0,2,3,0,0,0,0,0,0,0,872,14.3,26.86666667,20.575,1124,0,0,Eastern,Tropical moist deciduous forest,4151.519531,5172.731856,270,3,1,3,0,2,0
426,2010912,201091201,11.65269454,321000,90,6,1,0,0,NA,0,8,1.908535282,0.826530612,6.743204666,5.764705882,0.842900583,0.720588235,872,14.3,26.86666667,20.575,1124,0,0,Eastern,Tropical moist deciduous forest,4151.519531,5172.731856,270,3,1,3,0,2,0
427,2010913,201091301,0.351510945,321000,90,6,1,0,0,NA,0,1,0,0,1,1,1,1,872,14.3,26.86666667,20.575,1124,0,0,Eastern,Tropical moist deciduous forest,4151.519531,5172.731856,270,2,1,3,0,2,0
428,2010914,201091401,0,321000,90,6,1,0,0,NA,0,0,0,0,0,0,0,0,872,14.3,26.86666667,20.575,1124,0,0,Eastern,Tropical moist deciduous forest,4151.519531,5172.731856,270,2,1,3,0,2,0
429,2010921,201092101,0,312000,99,90,2,2400,2,2,0,0,0,0,0,0,0,0,1116,11.975,30.175,21.05,NA,1,7,NA,Tropical moist deciduous forest,33217.00781,16353.31273,NA,NA,NA,NA,NA,NA,0
430,2010921,201092102,0,110030,90,90,NA,NA,NA,2,0,0,0,0,0,0,0,0,1116,11.975,30.175,21.05,NA,1,7,NA,Tropical moist deciduous forest,33217.00781,16353.31273,NA,NA,NA,NA,NA,NA,0
433,2010924,201092401,0,312000,99,90,2,5000,2,2,0,0,0,0,0,0,0,0,1116,11.975,30.175,21.05,NA,1,7,NA,Tropical moist deciduous forest,33217.00781,16353.31273,NA,NA,NA,NA,NA,NA,0
438,2010981,201098103,0,110030,7,6,1,NA,0,1,2,0,0,0,0,0,0,0,1206,12.13333333,27.01666667,19.54166667,1319,1,36,North-Western,Tropical moist deciduous forest,3913.678711,653.5355803,180,3,1,2,1,1,0
439,2010981,201098102,0,321000,7,1,1,NA,0,3,0,0,0,0,0,0,0,0,1206,12.13333333,27.01666667,19.54166667,1319,1,36,North-Western,Tropical moist deciduous forest,3913.678711,653.5355803,180,3,1,2,1,1,0
440,2010981,201098101,6.352480206,110030,90,6,1,NA,0,3,1,6,1.748067349,0.82,5.743491775,5.555555556,0.957248629,0.925925926,1206,12.13333333,27.01666667,19.54166667,1319,1,36,North-Western,Tropical moist deciduous forest,3913.678711,653.5355803,180,3,1,2,1,1,0
441,2010982,201098201,11.20018108,110030,7,6,1,NA,0,1,2,11,2.159731616,0.847645429,8.668810777,6.563636364,0.788073707,0.596694215,1206,12.13333333,27.01666667,19.54166667,1319,1,36,North-Western,Tropical moist deciduous forest,3913.678711,653.5355803,90,2,1,1,1,1,0
442,2010982,201098202,0,321000,90,1,1,NA,0,3,NA,0,0,0,0,0,0,0,1206,12.13333333,27.01666667,19.54166667,1319,1,36,North-Western,Tropical moist deciduous forest,3913.678711,653.5355803,90,2,1,1,1,1,0
443,2010982,201098203,0,230000,90,6,1,NA,0,3,1,0,0,0,0,0,0,0,1206,12.13333333,27.01666667,19.54166667,1319,1,36,North-Western,Tropical moist deciduous forest,3913.678711,653.5355803,90,2,1,1,1,1,0
444,2010983,201098301,1.557798294,321000,90,1,1,NA,0,1,NA,3,1.098612289,0.666666667,3,3,1,1,1206,12.13333333,27.01666667,19.54166667,1319,1,36,North-Western,Tropical moist deciduous forest,3913.678711,653.5355803,360,1,1,3,1,1,0
445,2010983,201098302,0,110030,7,6,1,NA,0,1,2,0,0,0,0,0,0,0,1206,12.13333333,27.01666667,19.54166667,1319,1,36,North-Western,Tropical moist deciduous forest,3913.678711,653.5355803,360,1,1,3,1,1,0
446,2010984,201098401,23.47753735,110030,7,6,1,NA,0,1,2,16,2.510776234,0.90166205,12.31448527,10.16901408,0.769655329,0.63556338,1206,12.13333333,27.01666667,19.54166667,1319,1,36,North-Western,Tropical moist deciduous forest,3913.678711,653.5355803,270,1,1,3,1,1,0
447,2010984,201098402,0,321000,90,1,1,NA,0,3,NA,0,0,0,0,0,0,0,1206,12.13333333,27.01666667,19.54166667,1319,1,36,North-Western,Tropical moist deciduous forest,3913.678711,653.5355803,270,1,1,3,1,1,0
450,2010993,201099301,64.27571274,110030,99,6,2,4200,2,2,3,7,1.700675025,0.7925,5.477643689,4.819277108,0.782520527,0.688468158,1174,12.65,27.45833333,20.025,1216,1,25,North-Western,Tropical moist deciduous forest,13619.08691,5320.263346,360,1,1,3,1,1,0
451,2010993,201099302,0,312000,99,6,2,800,2,2,3,0,0,0,0,0,0,0,1174,12.65,27.45833333,20.025,1216,1,25,North-Western,Tropical moist deciduous forest,13619.08691,5320.263346,360,1,1,3,1,1,0
455,2011003,201100301,71.18598248,110030,90,6,2,3580,2,3,3,9,1.530174894,0.655489454,4.618984585,2.90266876,0.513220509,0.322518751,1169,12.75833333,27.45833333,20.08333333,1219,0,0,North-Western,Tropical moist deciduous forest,18313.82227,7660.688886,45,4,1,4,1,1,0
456,2011003,201100302,0,321000,99,6,2,1420,2,2,0,0,0,0,0,0,0,0,1169,12.75833333,27.45833333,20.08333333,1219,0,0,North-Western,Tropical moist deciduous forest,18313.82227,7660.688886,45,4,1,4,1,1,0
460,2011013,201101301,20.94093035,230000,1,4,3,3280,2,2,3,3,0.752974683,0.442906574,2.123306796,1.795031056,0.707768932,0.598343685,1200,12.59166667,27.45833333,19.98333333,1235,1,0,Copperbelt,Tropical moist deciduous forest,14839.87207,7923.60858,200,2,3,5,1,0,0
461,2011013,201101302,51.79754787,110030,1,4,3,1720,2,2,3,3,0.823959217,0.486111111,2.279507057,1.945945946,0.759835686,0.648648649,1200,12.59166667,27.45833333,19.98333333,1235,1,0,Copperbelt,Tropical moist deciduous forest,14839.87207,7923.60858,200,2,3,5,1,0,0
462,2011014,201101401,1.847631823,230000,1,4,3,430,2,2,1,1,0,0,1,1,1,1,1200,12.59166667,27.45833333,19.98333333,1235,1,0,Copperbelt,Tropical moist deciduous forest,14839.87207,7923.60858,320,2,1,5,1,0,0
463,2011014,201101402,89.0835267,110030,1,1,3,NA,2,2,3,14,1.7754245,0.677222222,5.902786337,3.098106713,0.421627595,0.221293337,1200,12.59166667,27.45833333,19.98333333,1235,1,0,Copperbelt,Tropical moist deciduous forest,14839.87207,7923.60858,320,2,1,5,1,0,0
467,2011024,201102401,7.907779446,110030,99,6,3,2600,3,2,5,5,1.475076311,0.734693878,4.371369344,3.769230769,0.874273869,0.753846154,1243,12.51666667,27.59166667,20.01666667,1217,1,NA,Copperbelt,Tropical moist deciduous forest,7519.616211,9194.445948,130,7,4,3,1,1,0
468,2011024,201102402,34.7898192,321000,99,1,3,2400,2,2,1,8,1.893788232,0.809917355,6.644491944,5.260869565,0.830561493,0.657608696,1243,12.51666667,27.59166667,20.01666667,1217,1,NA,Copperbelt,Tropical moist deciduous forest,7519.616211,9194.445948,130,7,4,3,1,1,0
469,2011031,201103101,4.649878706,321000,90,1,3,2820,2,2,1,5,1.549826046,0.775510204,4.710650674,4.454545455,0.942130135,0.890909091,1251,12.69166667,27.125,19.89166667,1277,0,0,Copperbelt,Tropical moist deciduous forest,7312.865234,3803.685542,95,4,1,3,1,0,0
470,2011031,201103102,58.26676236,110020,99,1,3,1640,2,2,1,5,1.132901589,0.586805556,3.104651867,2.420168067,0.620930373,0.484033613,1251,12.69166667,27.125,19.89166667,1277,0,0,Copperbelt,Tropical moist deciduous forest,7312.865234,3803.685542,95,4,1,3,1,0,0
471,2011031,201103103,0,324000,99,1,3,520,2,2,1,0,0,0,0,0,0,0,1251,12.69166667,27.125,19.89166667,1277,0,0,Copperbelt,Tropical moist deciduous forest,7312.865234,3803.685542,95,4,1,3,1,0,0
472,2011032,201103201,0.739277711,321000,90,1,3,500,2,2,1,1,0,0,1,1,1,1,1251,12.69166667,27.125,19.89166667,1277,0,0,Copperbelt,Tropical moist deciduous forest,7312.865234,3803.685542,90,4,1,3,1,0,0
473,2011032,201103202,9.486788318,324000,90,1,3,4040,2,2,1,6,1.58109375,0.740740741,4.860268825,3.857142857,0.810044804,0.642857143,1251,12.69166667,27.125,19.89166667,1277,0,0,Copperbelt,Tropical moist deciduous forest,7312.865234,3803.685542,90,4,1,3,1,0,0
474,2011032,201103203,0,230000,90,1,3,460,2,2,1,0,0,0,0,0,0,0,1251,12.69166667,27.125,19.89166667,1277,0,0,Copperbelt,Tropical moist deciduous forest,7312.865234,3803.685542,90,4,1,3,1,0,0
475,2011033,201103302,0,400020,90,1,NA,NA,NA,2,0,0,0,0,0,0,0,0,1251,12.69166667,27.125,19.89166667,1277,0,0,Copperbelt,Tropical moist deciduous forest,7312.865234,3803.685542,270,5,1,3,1,0,0
476,2011033,201103301,0.088311467,230000,90,1,3,2600,2,2,1,3,1.098612289,0.666666667,3,3,1,1,1251,12.69166667,27.125,19.89166667,1277,0,0,Copperbelt,Tropical moist deciduous forest,7312.865234,3803.685542,270,5,1,3,1,0,0
477,2011034,201103402,0.208839966,324000,90,1,3,1920,2,2,1,1,0,0,1,1,1,1,1251,12.69166667,27.125,19.89166667,1277,0,0,Copperbelt,Tropical moist deciduous forest,7312.865234,3803.685542,90,4,1,3,1,0,0
478,2011034,201103403,0.190876624,321000,90,1,3,2100,2,2,1,3,1.039720771,0.625,2.828427125,2.666666667,0.942809042,0.888888889,1251,12.69166667,27.125,19.89166667,1277,0,0,Copperbelt,Tropical moist deciduous forest,7312.865234,3803.685542,90,4,1,3,1,0,0
479,2011034,201103401,2.562994574,230000,90,1,3,920,2,2,1,3,0.99502699,0.592592593,2.704797343,2.454545455,0.901599114,0.818181818,1251,12.69166667,27.125,19.89166667,1277,0,0,Copperbelt,Tropical moist deciduous forest,7312.865234,3803.685542,90,4,1,3,1,0,0
488,2011061,201106101,6.475156724,230000,7,6,2,5000,2,3,1,6,1.631956469,0.787379973,5.113870068,4.703225806,0.852311678,0.783870968,1050,12.65833333,24.65833333,18.625,1567,0,0,Central,Tropical moist deciduous forest,12953.90137,1969.446418,50,6,3,3,2,0,0
489,2011062,201106201,12.61614631,110030,7,6,2,1780,2,3,2,3,0.84636583,0.525951557,2.331159608,2.109489051,0.777053203,0.703163017,1050,12.65833333,24.65833333,18.625,1567,0,0,Central,Tropical moist deciduous forest,12953.90137,1969.446418,90,8,3,3,0,0,0
490,2011062,201106202,0,313000,7,6,2,1440,2,3,1,0,0,0,0,0,0,0,1050,12.65833333,24.65833333,18.625,1567,0,0,Central,Tropical moist deciduous forest,12953.90137,1969.446418,90,8,3,3,0,0,0
491,2011062,201106203,5.267704076,110030,7,6,3,1780,2,1,3,4,1.220607265,0.66,3.389245277,2.941176471,0.847311319,0.735294118,1050,12.65833333,24.65833333,18.625,1567,0,0,Central,Tropical moist deciduous forest,12953.90137,1969.446418,90,8,3,3,0,0,0
494,2011071,201107101,30.27502935,110030,2,4,2,1340,2,3,4,2,0.693147181,0.5,2,2,1,1,868,16.8,30.84166667,23.8,633,0,0,Northern,Tropical dry forest,32071.75,29194.16144,10,1,4,5,0,1,0
495,2011071,201107102,0.220748159,230000,2,4,1,0,0,3,0,1,0,0,1,1,1,1,868,16.8,30.84166667,23.8,633,0,0,Northern,Tropical dry forest,32071.75,29194.16144,10,1,4,5,0,1,0
496,2011071,201107103,4.755721627,110030,2,4,2,700,2,3,4,3,0.950270539,0.56,2.58640929,2.272727273,0.86213643,0.757575758,868,16.8,30.84166667,23.8,633,0,0,Northern,Tropical dry forest,32071.75,29194.16144,10,1,4,5,0,1,0
497,2011071,201107104,2.521299428,230000,2,4,NA,0,0,3,0,1,0,0,1,1,1,1,868,16.8,30.84166667,23.8,633,0,0,Northern,Tropical dry forest,32071.75,29194.16144,10,1,4,5,0,1,0
498,2011072,201107201,44.0064199,110030,2,4,2,4260,2,3,4,5,1.237597168,0.645,3.447320175,2.816901408,0.689464035,0.563380282,868,16.8,30.84166667,23.8,633,0,0,Northern,Tropical dry forest,32071.75,29194.16144,255,1,1,3,0,1,0
499,2011072,201107202,0,230000,2,4,1,0,0,3,0,0,0,0,0,0,0,0,868,16.8,30.84166667,23.8,633,0,0,Northern,Tropical dry forest,32071.75,29194.16144,255,1,1,3,0,1,0
500,2011073,201107301,26.62128772,110030,2,4,2,2660,2,3,4,6,1.375929327,0.6656,3.958753993,2.990430622,0.659792332,0.498405104,868,16.8,30.84166667,23.8,633,0,0,Northern,Tropical dry forest,32071.75,29194.16144,210,1,1,2,1,1,0
501,2011073,201107302,0,230000,90,90,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,868,16.8,30.84166667,23.8,633,0,0,Northern,Tropical dry forest,32071.75,29194.16144,210,1,1,2,1,1,0
